day_counter,0,1,2,3,4,5
1128,417,158,41,14,,
1129,419,155,41,14,,
1130,420,155,43,14,,
1131,421,153,42,14,,
1132,421,153,42,14,,
1133,421,153,42,14,,
1134,420,147,49,14,,
1135,420,147,48,14,,
1136,424,154,37,14,,
1137,424,154,37,14,,
1138,424,154,37,14,,
1139,424,154,40,10,,
1140,423,143,56,10,,
1141,423,146,52,10,,
1142,423,146,52,10,,
1143,423,146,52,10,,
1144,423,146,52,10,,
1145,423,153,44,10,,
1146,420,148,53,10,,
1147,421,153,45,10,,
1148,421,153,45,10,,
1149,421,152,45,10,,
1150,421,159,37,10,,
1151,423,155,37,10,,
1152,420,153,46,10,,
1153,420,152,46,10,,
1154,420,152,46,10,,
1155,421,154,42,10,,
1156,421,154,42,10,,
1157,421,154,42,10,,
1158,424,163,29,10,,
1159,424,163,29,10,,
1160,425,161,29,10,,
1161,425,161,29,10,,
1162,425,161,29,10,,
1163,425,161,29,10,,
1164,426,159,29,10,,
1165,426,158,29,10,,
1166,426,158,29,10,,
1167,426,162,29,4,,
1168,426,161,29,4,,
1169,428,162,24,4,,
1170,428,163,24,4,,
1171,431,158,24,4,,
1172,432,156,24,4,,
1173,433,154,24,4,,
1174,433,156,21,4,,
1175,433,156,21,4,,
1176,432,158,24,4,,
1177,432,158,24,4,,
1178,432,158,24,4,,
1179,432,158,24,4,,
1180,434,155,24,4,,
1181,434,155,24,4,,
1182,435,157,20,4,,
1183,436,155,21,4,,
1184,441,147,21,4,,
1185,441,147,21,4,,
1186,441,147,21,4,,
1187,442,145,21,4,,
1188,439,149,21,4,,
1189,439,149,21,4,,
1190,441,149,21,4,,
1191,441,149,21,4,,
1192,442,149,21,4,,
1193,443,147,20,4,,
1194,443,147,20,4,,
1195,440,142,27,4,,
1196,440,142,27,4,,
1197,440,146,22,4,,
1198,440,146,22,4,,
1199,441,144,22,4,,
1200,437,148,22,4,,
1201,437,148,22,4,,
1202,437,148,22,4,,
1203,437,148,22,4,,
1204,437,148,22,4,,
1205,442,142,22,4,,
1206,442,142,22,4,,
1207,442,142,22,4,,
1208,442,143,22,4,,
1209,442,143,22,4,,
1210,442,142,22,4,,
1211,449,142,12,4,,
1212,445,142,18,4,,
1213,447,138,18,4,,
1214,447,138,18,4,,
1215,448,136,18,4,,
1216,438,129,36,4,,
1217,438,129,36,4,,
1218,439,129,38,4,,
1219,445,127,32,4,,
1220,445,127,32,4,,
1221,445,125,32,4,,
1222,445,125,32,4,,
1223,446,123,32,4,,
1224,443,118,40,4,,
1225,443,118,40,4,,
1226,443,118,40,4,,
1227,443,120,37,4,,
1228,443,120,37,4,,
1229,443,120,37,4,,
1230,441,118,44,4,,
1231,441,118,44,4,,
1232,441,118,43,4,,
1233,441,118,43,4,,
1234,442,116,43,4,,
1235,442,116,43,4,,
1236,437,109,54,4,,
1237,439,105,54,4,,
1238,439,105,54,4,,
1239,440,103,54,4,,
1240,430,103,65,4,,
1241,430,103,65,4,,
1242,434,111,54,4,,
1243,434,111,54,4,,
1244,434,111,54,4,,
1245,434,111,54,4,,
1246,438,106,54,4,,
1247,438,106,54,4,,
1248,440,106,55,4,,
1249,440,106,55,4,,
1250,445,118,38,4,,
1251,446,118,38,4,,
1252,447,118,36,4,,
1253,448,120,33,4,,
1254,448,120,35,4,,
1255,449,119,36,4,,
1256,449,119,36,4,,
1257,449,119,36,4,,
1258,450,117,36,4,,
1259,450,122,30,4,,
1260,448,130,27,4,,
1261,448,129,27,4,,
1262,448,129,27,4,,
1263,457,129,16,4,,
1264,456,127,20,4,,
1265,460,121,20,4,,
1266,460,121,20,4,,
1267,460,121,20,4,,
1268,460,121,20,4,,
1269,460,121,20,4,,
1270,460,121,22,4,,
1271,461,128,12,4,,
1272,456,124,22,4,,
1273,457,122,22,4,,
1274,461,117,22,4,,
1275,465,112,22,4,,
1276,466,109,22,4,,
1277,466,109,22,4,,
1278,465,110,22,4,,
1279,465,110,22,4,,
1280,463,114,22,4,,
1281,463,116,22,4,,
1282,463,116,22,4,,
1283,463,115,22,4,,
1284,463,115,22,4,,
1285,470,115,12,4,,
1286,471,115,10,4,,
1287,463,109,27,4,,
1288,463,109,27,4,,
1289,464,111,23,4,,
1290,464,112,26,,,
1291,464,112,26,,,
1292,464,112,26,,,
1293,464,112,26,,,
1294,464,112,26,,,
1295,464,112,26,,,
1296,453,100,50,,,
1297,454,106,42,,,
1298,456,103,42,,,
1299,456,103,42,,,
1300,458,101,44,,,
1301,463,98,39,,,
1302,455,94,59,,,
1303,456,94,56,,,
1304,454,94,59,,,
1305,454,94,59,,,
1306,454,94,59,,,
1307,454,94,58,,,
1308,450,92,67,,,
1309,450,92,67,,,
1310,450,92,70,,,
1311,454,99,58,,,
1312,455,99,59,,,
1313,455,99,59,,,
1314,456,99,58,,,
1315,456,99,59,,,
1316,455,99,61,,,
1317,455,99,60,,,
1318,460,101,52,,,
1319,460,101,52,,,
1320,462,101,52,,,
1321,462,101,52,,,
1322,464,112,37,,,
1323,463,114,37,,,
1324,460,104,52,,,
1325,460,104,52,,,
1326,460,104,52,,,
1327,460,104,51,,,
1328,460,104,51,,,
1329,460,104,50,,,
1330,460,104,50,,,
1331,462,113,37,,,
1332,463,113,38,,,
1333,463,113,38,,,
1334,463,113,38,,,
1335,463,115,35,,,
1336,465,112,35,,,
1337,465,112,35,,,
1338,456,113,47,,,
1339,456,113,47,,,
1340,459,109,47,,,
1341,459,109,47,,,
1342,460,144,10,,,
1343,460,144,10,,,
1344,460,146,10,,,
1345,460,146,10,,,
1346,460,145,10,,,
1347,463,141,10,,,
1348,467,136,10,,,
1349,467,135,10,,,
1350,471,137,10,,,
1351,471,137,10,,,
1352,471,137,10,,,
1353,473,134,10,,,
1354,473,133,10,,,
1355,473,133,10,,,
1356,477,128,10,,,
1357,478,126,10,,,
1358,478,126,10,,,
1359,480,124,10,,,
1360,476,122,19,,,
1361,477,124,15,,,
1362,477,124,17,,,
1363,477,124,17,,,
1364,478,122,17,,,
1365,480,120,17,,,
1366,480,119,17,,,
1367,480,119,17,,,
1368,474,114,29,,,
1369,478,116,21,,,
1370,478,116,21,,,
1371,479,114,21,,,
1372,479,112,24,,,
1373,479,112,24,,,
1374,479,112,26,,,
1375,479,112,26,,,
1376,479,112,26,,,
1377,482,108,26,,,
1378,482,108,26,,,
1379,482,110,23,,,
1380,480,108,28,,,
1381,480,108,28,,,
1382,480,108,28,,,
1383,480,108,28,,,
1384,482,104,25,4,,
1385,486,106,18,4,,
1386,480,113,18,4,,
1387,480,113,18,4,,
1388,480,113,17,4,,
1389,481,117,11,4,,
1390,483,115,11,4,,
1391,483,115,11,4,,
1392,475,113,25,4,,
1393,475,113,25,4,,
1394,475,113,25,4,,
1395,478,109,25,4,,
1396,481,109,22,4,,
1397,481,109,22,4,,
1398,483,111,17,4,,
1399,483,111,17,4,,
1400,472,98,42,4,,
1401,472,98,42,4,,
1402,472,98,42,4,,
1403,472,98,42,4,,
1404,473,98,42,4,,
1405,474,96,42,4,,
1406,475,102,34,4,,
1407,478,98,34,4,,
1408,479,98,34,4,,
1409,479,98,34,4,,
1410,478,98,36,4,,
1411,495,112,3,4,,
1412,495,112,3,4,,
1413,496,110,3,4,,
1414,497,110,3,4,,
1415,497,109,3,4,,
1416,485,123,3,4,,
1417,485,123,3,4,,
1418,487,120,3,4,,
1419,488,118,3,4,,
1420,489,118,3,4,,
1421,490,116,3,4,,
1422,490,117,3,4,,
1423,493,111,3,4,,
1424,493,111,3,4,,
1425,495,107,3,4,,
1426,495,107,3,4,,
1427,496,105,3,4,,
1428,496,105,3,4,,
1429,497,103,6,,,
1430,499,103,6,,,
1431,500,101,6,,,
1432,500,100,6,,,
1433,510,88,6,,,
1434,499,100,6,,,
1435,502,94,6,,,
1436,502,94,6,,,
1437,502,94,6,,,
1438,502,94,6,,,
1439,502,94,6,,,
1440,505,92,6,,,
1441,505,92,6,,,
1442,507,88,6,,,
1443,507,88,6,,,
1444,508,85,6,,,
1445,520,73,6,,,
1446,521,72,3,,,
1447,521,72,3,,,
1448,523,68,3,,,
1449,523,68,3,,,
1450,523,68,3,,,
1451,524,66,3,,,
1452,527,63,3,,,
1453,527,63,3,,,
1454,527,63,3,,,
1455,529,59,3,,,
1456,529,61,3,,,
1457,530,59,3,,,
1458,530,59,3,,,
1459,531,57,3,,,
1460,531,59,3,,,
1461,532,57,3,,,
1462,533,55,3,,,
1463,535,51,3,,,
1464,535,51,3,,,
1465,536,49,3,,,
1466,537,47,3,,,
1467,537,47,3,,,
1468,539,43,3,,,
1469,540,41,3,,,
1470,540,40,3,,,
1471,540,40,3,,,
1472,541,41,,,,
1473,541,41,,,,
1474,543,38,,,,
1475,544,36,,,,
1476,544,36,,,,
1477,547,31,,,,
1478,548,29,,,,
1479,548,29,,,,
1480,546,36,,,,
1481,547,34,,,,
1482,547,34,,,,
1483,547,34,,,,
1484,548,31,,,,
1485,549,31,,,,
1486,549,31,,,,
1487,549,31,,,,
1488,550,29,,,,
1489,551,27,,,,
1490,547,33,,,,
1491,547,33,,,,
1492,548,30,,,,
1493,552,25,,,,
1494,554,23,,,,
1495,555,21,,,,
1496,555,20,,,,
1497,557,16,,,,
1498,558,14,,,,
1499,558,14,,,,
1500,543,34,,,,
1501,546,30,,,,
1502,546,30,,,,
1503,547,28,,,,
1504,547,28,,,,
1505,547,30,,,,
1506,547,30,,,,
1507,558,16,,,,
1508,558,16,,,,
1509,559,14,,,,
1510,557,17,,,,
1511,556,17,,,,
1512,556,17,,,,
1513,556,17,,,,
1514,559,12,,,,
1515,558,12,,,,
1516,563,6,,,,
1517,562,6,,,,
1518,562,4,,,,
1519,561,4,,,,
1520,560,6,,,,
1521,560,6,,,,
1522,560,4,,,,
1523,559,4,,,,
1524,558,4,,,,
1525,557,4,,,,
1526,557,4,,,,
1527,557,4,,,,
1528,552,9,,,,
1529,552,9,,,,
1530,544,18,,,,
1531,544,18,,,,
1532,544,18,,,,
1533,544,17,,,,
1534,544,17,,,,
1535,544,17,,,,
1536,545,15,,,,
1537,552,6,,,,
1538,551,6,,,,
1539,541,15,,,,
1540,538,20,,,,
1541,538,19,,,,
1542,538,20,,,,
1543,538,20,,,,
1544,543,15,,,,
1545,542,15,,,,
1546,542,15,,,,
1547,542,12,,,,
1548,543,12,,,,
1549,541,12,,,,
1550,540,14,,,,
1551,539,13,,,,
1552,539,13,,,,
1553,548,2,,,,
1554,548,2,,,,
1555,548,2,,,,
1556,548,2,,,,
1557,548,2,,,,
1558,548,2,,,,
1559,548,2,,,,
1560,544,8,,,,
1561,543,8,,,,
1562,542,8,,,,
1563,542,8,,,,
1564,541,8,,,,
1565,542,6,,,,
1566,538,9,,,,
1567,538,9,,,,
1568,539,7,,,,
1569,539,7,,,,
1570,540,8,,,,
1571,540,8,,,,
1572,540,8,,,,
1573,540,8,,,,
1574,539,8,,,,
1575,540,8,,,,
1576,541,6,,,,
1577,543,3,,,,
1578,541,3,,,,
1579,539,3,,,,
1580,537,7,,,,
1581,537,7,,,,
1582,536,7,,,,
1583,536,7,,,,
1584,535,7,,,,
1585,530,14,,,,
1586,529,12,,,,
1587,529,12,,,,
1588,528,12,,,,
1589,528,12,,,,
1590,527,12,,,,
1591,526,12,,,,
1592,526,12,,,,
1593,525,12,,,,
1594,525,12,,,,
1595,525,12,,,,
1596,528,11,,,,
1597,528,11,,,,
1598,527,11,,,,
1599,525,11,,,,
1600,527,8,,,,
1601,527,8,,,,
1602,523,12,,,,
1603,524,12,,,,
1604,523,12,,,,
1605,523,12,,,,
1606,522,12,,,,
1607,525,8,,,,
1608,523,10,,,,
1609,525,7,,,,
1610,517,16,,,,
1611,517,16,,,,
1612,517,16,,,,
1613,518,13,,,,
1614,518,13,,,,
1615,517,13,,,,
1616,518,11,,,,
1617,518,9,,,,
1618,518,9,,,,
1619,516,9,,,,
1620,517,9,,,,
1621,517,9,,,,
1622,517,7,,,,
1623,516,7,,,,
1624,493,30,,,,
1625,493,30,,,,
1626,492,30,,,,
1627,492,30,,,,
1628,492,30,,,,
1629,492,30,,,,
1630,494,30,,,,
1631,493,30,,,,
1632,492,30,,,,
1633,490,30,,,,
1634,490,30,,,,
1635,511,7,,,,
1636,511,7,,,,
1637,517,,,,,
1638,517,,,,,
1639,517,,,,,
1640,502,17,,,,
1641,501,17,,,,
1642,501,17,,,,
1643,500,17,,,,
1644,500,17,,,,
1645,498,17,,,,
1646,498,17,,,,
1647,494,17,,,,
1648,490,22,,,,
1649,490,22,,,,
1650,506,5,,,,
1651,505,5,,,,
1652,504,5,,,,
1653,503,5,,,,
1654,503,5,,,,
1655,503,5,,,,
1656,503,5,,,,
1657,503,5,,,,
1658,503,5,,,,
1659,493,14,,,,
1660,491,16,,,,
1661,491,16,,,,
1662,494,11,,,,
1663,494,11,,,,
1664,495,11,,,,
1665,494,11,,,,
1666,494,11,,,,
1667,494,11,,,,
1668,488,19,,,,
1669,488,19,,,,
1670,488,20,,,,
1671,487,20,,,,
1672,487,20,,,,
1673,485,20,,,,
1674,486,20,,,,
1675,486,20,,,,
1676,486,19,,,,
1677,494,9,,,,
1678,495,7,,,,
1679,494,7,,,,
1680,485,16,,,,
1681,485,16,,,,
1682,485,16,,,,
1683,485,17,,,,
1684,487,13,,,,
1685,487,13,,,,
1686,486,13,,,,
1687,486,13,,,,
1688,487,13,,,,
1689,491,8,,,,
1690,491,8,,,,
1691,490,8,,,,
1692,485,14,,,,
1693,485,14,,,,
1694,484,15,,,,
1695,484,15,,,,
1696,488,10,,,,
1697,487,10,,,,
1698,485,10,,,,
1699,485,10,,,,
1700,483,13,,,,
1701,491,5,,,,
1702,490,5,,,,
1703,490,5,,,,
1704,490,5,,,,
1705,490,5,,,,
1706,491,2,,,,
1707,491,2,,,,
1708,491,2,,,,
1709,491,2,,,,
1710,488,8,,,,
1711,487,8,,,,
1712,486,8,,,,
1713,486,6,,,,
1714,486,6,,,,
1715,483,6,,,,
1716,483,6,,,,
1717,481,6,,,,
1718,481,6,,,,
1719,471,16,,,,
1720,469,25,,,,
1721,470,23,,,,
1722,470,23,,,,
1723,473,19,,,,
1724,472,19,,,,
1725,472,19,,,,
1726,472,19,,,,
1727,475,15,,,,
1728,464,34,,,,
1729,464,34,,,,
1730,465,32,,,,
1731,464,31,,,,
1732,466,27,,,,
1733,466,27,,,,
1734,466,26,,,,
1735,466,26,,,,
1736,467,24,,,,
1737,461,32,,,,
1738,465,26,,,,
1739,465,26,,,,
1740,465,26,,,,
1741,474,15,,,,
1742,474,15,,,,
1743,473,15,,,,
1744,476,10,,,,
1745,472,14,,,,
1746,480,6,,,,
1747,480,6,,,,
1748,480,6,,,,
1749,480,6,,,,
1750,473,15,,,,
1751,473,15,,,,
1752,469,19,,,,
1753,469,17,,,,
1754,469,17,,,,
1755,467,19,,,,
1756,466,19,,,,
1757,467,19,,,,
1758,461,27,,,,
1759,461,26,,,,
1760,461,27,,,,
1761,460,27,,,,
1762,459,27,,,,
1763,459,27,,,,
1764,445,22,26,,,
1765,451,16,27,,,
1766,451,16,27,,,
1767,452,14,27,,,
1768,452,14,27,,,
1769,455,10,27,,,
1770,457,10,29,,,
1771,451,10,38,,,
1772,451,10,38,,,
1773,455,7,36,,,
1774,455,7,36,,,
1775,456,7,34,,,
1776,452,7,38,,,
1777,452,7,38,,,
1778,452,7,37,,,
1779,452,7,36,,,
1780,452,7,37,,,
1781,452,7,36,,,
1782,457,2,37,,,
1783,457,2,37,,,
1784,458,38,,,,
1785,458,38,,,,
1786,458,38,,,,
1787,458,37,,,,
1788,458,37,,,,
1789,461,33,,,,
1790,462,31,,,,
1791,471,23,,,,
1792,477,16,,,,
1793,477,16,,,,
1794,476,16,,,,
1795,476,16,,,,
1796,475,16,,,,
1797,475,16,,,,
1798,474,16,,,,
1799,474,16,,,,
1800,459,2,33,,,
1801,459,2,33,,,
1802,459,,32,,,
1803,459,,32,,,
1804,459,,32,,,
1805,459,,32,,,
1806,462,,31,,,
1807,465,,27,,,
1808,466,,27,,,
1809,466,,30,,,
1810,466,6,23,,,
1811,466,6,23,,,
1812,467,6,23,,,
1813,467,6,23,,,
1814,469,2,23,,,
1815,476,17,,,,
1816,477,17,,,,
1817,478,15,,,,
1818,478,15,,,,
1819,478,14,,,,
1820,486,8,,,,
1821,485,8,,,,
1822,484,8,,,,
1823,483,8,,,,
1824,482,8,,,,
1825,481,6,,,,
1826,481,6,,,,
1827,481,6,,,,
1828,481,6,,,,
1829,481,6,,,,
1830,479,8,,,,
1831,479,8,,,,
1832,480,6,,,,
1833,479,6,,,,
1834,482,2,,,,
1835,482,2,,,,
1836,481,2,,,,
1837,481,2,,,,
1838,480,2,,,,
1839,480,,,,,
1840,473,8,,,,
1841,471,8,,,,
1842,467,14,,,,
1843,466,14,,,,
1844,466,14,,,,
1845,465,16,,,,
1846,465,16,,,,
1847,467,13,,,,
1848,449,33,,,,
1849,449,33,,,,
1850,449,33,,,,
1851,449,33,,,,
1852,449,33,,,,
1853,450,31,,,,
1854,458,22,,,,
1855,460,18,,,,
1856,460,18,,,,
1857,460,18,,,,
1858,460,18,,,,
1859,460,18,,,,
1860,452,29,,,,
1861,452,29,,,,
1862,452,29,,,,
1863,452,29,,,,
1864,457,23,,,,
1865,457,23,,,,
1866,455,25,,,,
1867,455,25,,,,
1868,461,16,,,,
1869,457,20,,,,
1870,459,18,,,,
1871,459,18,,,,
1872,460,19,,,,
1873,460,19,,,,
1874,459,19,,,,
1875,465,12,,,,
1876,467,9,,,,
1877,466,9,,,,
1878,466,9,,,,
1879,466,9,,,,
1880,466,7,,,,
1881,467,7,,,,
1882,468,5,,,,
1883,468,5,,,,
1884,468,5,,,,
1885,470,2,,,,
1886,469,2,,,,
1887,470,,,,,
1888,467,3,,,,
1889,466,3,,,,
1890,460,10,,,,
1891,458,10,,,,
1892,458,10,,,,
1893,458,10,,,,
1894,456,10,,,,
1895,456,10,,,,
1896,454,12,,,,
1897,454,12,,,,
1898,454,12,,,,
1899,449,18,,,,
1900,448,18,,,,
1901,447,18,,,,
1902,442,24,,,,
1903,445,20,,,,
1904,445,20,,,,
1905,445,20,,,,
1906,445,20,,,,
1907,445,20,,,,
1908,445,20,,,,
1909,445,19,,,,
1910,451,12,,,,
1911,450,12,,,,
1912,449,12,,,,
1913,448,12,,,,
1914,451,8,,,,
1915,451,8,,,,
1916,450,8,,,,
1917,447,13,,,,
1918,446,13,,,,
1919,446,13,,,,
1920,438,10,13,,,
1921,438,10,11,,,
1922,439,8,10,,,
1923,446,,10,,,
1924,445,,10,,,
1925,446,,10,,,
1926,437,,20,,,
1927,437,,20,,,
1928,437,,20,,,
1929,437,,20,,,
1930,438,3,16,,,
1931,437,3,16,,,
1932,433,8,16,,,
1933,432,8,16,,,
1934,432,8,16,,,
1935,429,3,25,,,
1936,431,,26,,,
1937,439,,17,,,
1938,440,,18,,,
1939,441,,18,,,
1940,443,,15,,,
1941,443,,15,,,
1942,444,,13,,,
1943,444,,13,,,
1944,444,,14,,,
1945,443,,13,,,
1946,437,7,13,,,
1947,441,14,,,,
1948,441,14,,,,
1949,444,10,,,,
1950,444,10,,,,
1951,443,10,,,,
1952,449,3,,,,
1953,449,3,,,,
1954,449,3,,,,
1955,448,3,,,,
1956,450,,,,,
1957,450,,,,,
1958,450,,,,,
1959,450,,,,,
1960,447,4,,,,
1961,446,4,,,,
1962,446,5,,,,
1963,444,5,,,,
1964,444,5,,,,
1965,446,,,,,
1966,446,,,,,
1967,446,,,,,
1968,440,6,,,,
1969,439,6,,,,
1970,439,6,,,,
1971,439,6,,,,
1972,439,6,,,,
1973,438,6,,,,
1974,433,12,,,,
1975,431,12,,,,
1976,431,12,,,,
1977,430,12,,,,
1978,428,12,,,,
1979,428,12,,,,
1980,419,24,,,,
1981,423,18,,,,
1982,423,18,,,,
1983,423,18,,,,
1984,424,21,,,,
1985,428,16,,,,
1986,428,16,,,,
1987,428,16,,,,
1988,428,17,,,,
1989,428,17,,,,
1990,426,20,,,,
1991,426,20,,,,
1992,427,17,,,,
1993,425,17,,,,
1994,425,17,,,,
1995,425,17,,,,
1996,425,17,,,,
1997,428,12,,,,
1998,428,12,,,,
1999,428,12,,,,
2000,419,23,,,,
2001,420,21,,,,
2002,420,21,,,,
2003,423,16,,,,
2004,423,16,,,,
2005,423,16,,,,
2006,425,13,,,,
2007,425,11,,,,
2008,420,16,,,,
2009,419,16,,,,
2010,385,52,,,,
2011,384,52,,,,
2012,384,52,,,,
2013,384,52,,,,
2014,384,52,,,,
2015,384,52,,,,
2016,392,43,,,,
2017,391,43,,,,
2018,397,36,,,,
2019,397,36,,,,
2020,397,36,,,,
2021,397,36,,,,
2022,427,4,,,,
2023,426,4,,,,
2024,428,,,,,
2025,427,,,,,
2026,424,,,,,
2027,423,,,,,
2028,421,,,,,
2029,419,,,,,
2030,418,,,,,
2031,417,,,,,
2032,416,,,,,
2033,416,,,,,
2034,413,5,,,,
2035,412,5,,,,
2036,411,5,,,,
2037,408,8,,,,
2038,410,3,,,,
2039,410,3,,,,
2040,405,8,,,,
2041,405,8,,,,
2042,404,8,,,,
2043,398,16,,,,
2044,398,16,,,,
2045,398,16,,,,
2046,398,16,,,,
2047,400,13,,,,
2048,399,13,,,,
2049,399,13,,,,
2050,401,13,,,,
2051,398,18,,,,
2052,398,18,,,,
2053,398,18,,,,
2054,399,16,,,,
2055,398,16,,,,
2056,403,10,,,,
2057,402,10,,,,
2058,402,10,,,,
2059,402,10,,,,
2060,397,18,,,,
2061,394,25,,,,
2062,394,25,,,,
2063,394,25,,,,
2064,392,25,,,,
2065,392,24,,,,
2066,396,19,,,,
2067,396,19,,,,
2068,396,18,,,,
2069,396,18,,,,
2070,392,23,,,,
2071,392,23,,,,
2072,393,21,,,,
2073,393,20,,,,
2074,399,11,,,,
2075,398,11,,,,
2076,397,11,,,,
2077,397,11,,,,
2078,397,11,,,,
2079,397,11,,,,
2080,398,11,,,,
2081,398,11,,,,
2082,398,11,,,,
2083,398,11,,,,
2084,398,11,,,,
2085,404,4,,,,
2086,403,4,,,,
2087,403,2,,,,
2088,398,11,,,,
2089,395,11,,,,
2090,395,11,,,,
2091,395,11,,,,
2092,394,11,,,,
2093,393,13,,,,
2094,393,13,,,,
2095,392,13,,,,
2096,392,13,,,,
2097,386,18,,,,
2098,388,15,,,,
2099,388,15,,,,
2100,383,22,,,,
2101,383,22,,,,
2102,387,17,,,,
2103,387,17,,,,
2104,387,15,,,,
2105,387,15,,,,
2106,386,16,,,,
2107,386,16,,,,
2108,390,9,,,,
2109,394,4,,,,
2110,392,4,,,,
2111,392,4,,,,
2112,390,4,,,,
2113,390,4,,,,
2114,389,4,,,,
2115,383,10,,,,
2116,385,6,,,,
2117,385,6,,,,
2118,384,6,,,,
2119,384,6,,,,
2120,378,12,,,,
2121,378,13,,,,
2122,378,13,,,,
2123,377,13,,,,
2124,375,13,,,,
2125,375,13,,,,
2126,373,13,,,,
2127,373,13,,,,
2128,369,17,,,,
2129,369,17,,,,
2130,357,35,,,,
2131,357,34,,,,
2132,360,30,,,,
2133,367,23,,,,
2134,370,19,,,,
2135,370,19,,,,
2136,370,19,,,,
2137,370,17,,,,
2138,370,17,,,,
2139,370,17,,,,
2140,367,22,,,,
2141,366,22,,,,
2142,365,24,,,,
2143,365,24,,,,
2144,361,29,,,,
2145,361,29,,,,
2146,368,19,,,,
2147,368,19,,,,
2148,369,17,,,,
2149,366,22,,,,
2150,373,12,,,,
2151,371,16,,,,
2152,365,23,,,,
2153,365,23,,,,
2154,365,23,,,,
2155,366,21,,,,
2156,365,21,,,,
2157,367,17,,,,
2158,367,15,,,,
2159,365,14,,,,
2160,363,17,,,,
2161,363,17,,,,
2162,363,17,,,,
2163,359,22,,,,
2164,358,22,,,,
2165,357,22,,,,
2166,357,22,,,,
2167,356,22,,,,
2168,352,27,,,,
2169,354,28,,,,
2170,352,29,,,,
2171,352,29,,,,
2172,353,28,,,,
2173,353,28,,,,
2174,353,28,,,,
2175,355,25,,,,
2176,356,25,,,,
2177,356,25,,,,
2178,344,39,,,,
2179,344,39,,,,
2180,339,43,,,,
2181,339,43,,,,
2182,339,42,,,,
2183,339,42,,,,
2184,332,52,,,,
2185,336,47,,,,
2186,336,47,,,,
2187,336,48,,,,
2188,337,46,,,,
2189,346,36,,,,
2190,343,41,,,,
2191,343,42,,,,
2192,344,39,,,,
2193,348,34,,,,
2194,347,34,,,,
2195,347,33,,,,
2196,348,30,,,,
2197,348,30,,,,
2198,353,24,,,,
2199,352,24,,,,
2200,344,35,,,,
2201,343,35,,,,
2202,342,35,,,,
2203,341,35,,,,
2204,341,35,,,,
2205,339,38,,,,
2206,342,34,,,,
2207,342,34,,,,
2208,341,34,,,,
2209,341,34,,,,
2210,341,35,,,,
2211,341,35,,,,
2212,338,39,,,,
2213,337,39,,,,
2214,340,35,,,,
2215,340,35,,,,
2216,340,34,,,,
2217,346,26,,,,
2218,348,21,,,,
2219,347,21,,,,
2220,347,21,,,,
2221,347,21,,,,
2222,346,21,,,,
2223,346,21,,,,
2224,345,21,,,,
2225,344,21,,,,
2226,343,21,,,,
2227,342,21,,,,
2228,341,21,,,,
2229,341,21,,,,
2230,343,18,,,,
2231,343,18,,,,
2232,346,15,,,,
2233,346,15,,,,
2234,345,15,,,,
2235,345,15,,,,
2236,345,15,,,,
2237,345,15,,,,
2238,345,15,,,,
2239,344,15,,,,
2240,334,15,14,,,
2241,336,12,14,,,
2242,336,12,14,,,
2243,336,12,13,,,
2244,336,12,13,,,
2245,335,12,13,,,
2246,335,12,13,,,
2247,327,22,9,,,
2248,327,22,9,,,
2249,327,22,9,,,
2250,329,32,,,,
2251,330,30,,,,
2252,330,30,,,,
2253,330,29,,,,
2254,330,31,,,,
2255,331,28,,,,
2256,335,25,,,,
2257,339,19,,,,
2258,339,18,,,,
2259,339,18,,,,
2260,339,18,,,,
2261,337,22,,,,
2262,339,19,,,,
2263,339,19,,,,
2264,331,27,,,,
2265,331,27,,,,
2266,332,23,,,,
2267,333,21,,,,
2268,331,21,,,,
2269,330,21,,,,
2270,329,21,,,,
2271,328,21,,,,
2272,326,21,,,,
2273,325,21,,,,
2274,325,21,,,,
2275,324,21,,,,
2276,337,7,,,,
2277,336,7,,,,
2278,336,7,,,,
2279,335,7,,,,
2280,332,12,,,,
2281,331,12,,,,
2282,320,26,,,,
2283,319,26,,,,
2284,319,26,,,,
2285,323,21,,,,
2286,323,22,,,,
2287,323,22,,,,
2288,324,21,,,,
2289,324,21,,,,
2290,324,21,,,,
2291,324,21,,,,
2292,328,16,,,,
2293,328,16,,,,
2294,329,13,,,,
2295,330,13,,,,
2296,328,16,,,,
2297,327,16,,,,
2298,327,16,,,,
2299,328,14,,,,
2300,328,14,,,,
2301,335,5,,,,
2302,334,5,,,,
2303,334,5,,,,
2304,333,5,,,,
2305,333,5,,,,
2306,333,5,,,,
2307,335,2,,,,
2308,335,2,,,,
2309,334,,,,,
2310,331,5,,,,
2311,330,5,,,,
2312,329,5,,,,
2313,329,5,,,,
2314,328,5,,,,
2315,327,3,,,,
2316,326,3,,,,
2317,325,3,,,,
2318,324,3,,,,
2319,323,3,,,,
2320,317,14,,,,
2321,317,14,,,,
2322,314,17,,,,
2323,314,17,,,,
2324,314,17,,,,
2325,314,16,,,,
2326,314,16,,,,
2327,314,16,,,,
2328,313,19,,,,
2329,313,19,,,,
2330,311,19,,,,
2331,311,19,,,,
2332,313,15,,,,
2333,313,15,,,,
2334,319,7,,,,
2335,322,3,,,,
2336,320,4,,,,
2337,318,4,,,,
2338,318,4,,,,
2339,318,4,,,,
2340,316,9,,,,
2341,316,9,,,,
2342,314,9,,,,
2343,314,9,,,,
2344,314,9,,,,
2345,313,9,,,,
