id,status,resolution,component,creation_time,votes,comment_count,depends_on,blocks,severity_num,priority_num,time_to_fix,guassian_time_to_fix
900465,RESOLVED,WORKSFORME,Security,8/1/2013 12:09,0,5,[],[844556],3,,956 days 03:49:03,998 days 05:21:00
900680,RESOLVED,INVALID,Security,8/1/2013 21:16,0,1,[],[901628],3,,1258 days 03:43:20,1340 days 23:32:00
900766,VERIFIED,FIXED,Security,8/2/2013 0:07,0,6,[],[901628],3,,3 days 17:25:57,3 days 13:18:00
900779,RESOLVED,INVALID,Security,8/2/2013 0:52,0,6,[],[901628],3,,1258 days 00:08:53,1327 days 13:11:00
901614,NEW,,Security,8/5/2013 18:07,61,29,"[1397624, 1404017, 984425]",[],3,3,2338 days 05:52:47,2417 days 16:43:00
902419,RESOLVED,INVALID,Security,8/7/2013 12:34,0,2,[],[],3,5,20 days 20:43:52,21 days 16:49:00
902583,RESOLVED,DUPLICATE,Security,8/7/2013 19:33,0,2,[],[815321],3,,14 days 04:14:46,14 days 09:15:00
902586,RESOLVED,WORKSFORME,Security,8/7/2013 19:41,1,4,[],"[815321, 860712]",3,,2007 days 18:58:54,2024 days 12:50:00
902884,NEW,,Security,8/8/2013 12:56,0,10,[1204261],[],3,,2335 days 11:03:45,2173 days 17:59:00
902905,RESOLVED,INCOMPLETE,Security,8/8/2013 13:59,0,6,[],[844556],3,,910 days 08:34:09,925 days 03:42:00
903196,RESOLVED,DUPLICATE,Security,8/9/2013 0:06,0,4,[],[],3,,58 days 16:53:24,55 days 00:09:00
903211,NEW,,Security,8/9/2013 0:59,3,9,[],[815321],3,,2334 days 23:00:10,2281 days 05:16:00
903649,RESOLVED,DUPLICATE,Security,8/9/2013 22:57,0,4,[],[],3,,3 days 11:46:23,3 days 11:58:00
903692,VERIFIED,DUPLICATE,Security,8/10/2013 1:13,0,2,[],[],3,,2 days 17:57:10,2 days 12:04:00
903876,RESOLVED,WONTFIX,Security,8/11/2013 19:26,0,3,[],[844556],3,,1558 days 22:05:01,1648 days 18:57:00
904195,RESOLVED,INCOMPLETE,Security,8/12/2013 20:04,0,4,[],[],3,,15 days 21:10:59,15 days 14:57:00
904240,NEW,,Security,8/12/2013 21:34,0,1,[],[],3,,2331 days 02:25:12,2383 days 21:20:00
904675,RESOLVED,INVALID,Security,8/13/2013 16:34,1,3,[],[],2,,1 days 02:12:45,1 days 00:44:00
905309,RESOLVED,FIXED,Security,8/14/2013 18:54,0,4,[],[],3,,1303 days 20:19:04,1245 days 21:59:00
906069,NEW,,Security,8/16/2013 15:45,1,10,[],[815321],3,,2327 days 08:14:57,2162 days 14:20:00
906253,NEW,,Security,8/17/2013 2:50,0,6,[],[],3,,2326 days 21:09:31,2334 days 14:14:00
907555,NEW,,Security,8/21/2013 4:01,0,6,[],[],3,,2322 days 19:58:49,2358 days 04:58:00
907634,RESOLVED,FIXED,Security,8/21/2013 10:24,1,6,[],[432687],3,,1582 days 13:10:57,1704 days 12:38:00
908289,RESOLVED,DUPLICATE,Security,8/22/2013 17:33,2,21,[],[],5,,69 days 00:21:27,71 days 18:57:00
908377,RESOLVED,FIXED,Security,8/22/2013 19:51,0,6,[912817],[],2,,19 days 11:56:50,17 days 20:45:00
909079,RESOLVED,DUPLICATE,Security,8/25/2013 7:24,0,3,[],[],3,,0 days 08:04:34,0 days 08:45:00
909326,RESOLVED,DUPLICATE,Security,8/26/2013 13:33,4,17,[],"[1014736, 588685]",3,,802 days 03:52:56,816 days 05:00:00
909562,NEW,,Security,8/26/2013 23:14,1,24,[],[815321],4,3,2317 days 00:45:25,2316 days 18:12:00
909964,NEW,,Security,8/27/2013 22:18,0,1,[],[],3,,2316 days 01:41:13,2389 days 14:12:00
910976,RESOLVED,WORKSFORME,Security,8/30/2013 1:55,1,4,[],[815321],3,,1985 days 12:56:23,2230 days 02:38:00
911814,UNCONFIRMED,,Security,9/2/2013 18:06,0,2,[],[],3,,2310 days 05:53:54,2285 days 20:44:00
911861,RESOLVED,WORKSFORME,Security,9/3/2013 0:40,0,6,[],[844556],3,,1536 days 16:58:33,1485 days 11:14:00
912817,VERIFIED,FIXED,Security,9/5/2013 2:28,0,8,[],"[815321, 865352, 908377]",3,,5 days 16:00:50,5 days 14:43:00
913710,VERIFIED,FIXED,Security,9/6/2013 22:57,0,13,[],[815321],3,,9 days 02:55:17,8 days 10:19:00
913831,UNCONFIRMED,,Security,9/7/2013 15:08,0,1,[],[],3,,2305 days 08:51:33,2401 days 14:19:00
914410,VERIFIED,FIXED,Security,9/9/2013 23:47,0,7,[],"[815321, 865352]",3,,4 days 01:22:03,3 days 20:45:00
916002,NEW,,Security,9/13/2013 7:29,0,7,[],[],5,,2299 days 16:30:21,2293 days 01:32:00
916546,NEW,,Security,9/15/2013 12:39,0,3,[],[],3,,2297 days 11:20:07,2438 days 07:29:00
918237,NEW,,Security,9/19/2013 8:50,1,1,[],[815321],3,,2293 days 15:09:48,2209 days 16:54:00
919205,RESOLVED,INVALID,Security,9/21/2013 19:45,0,3,[],[],3,,374 days 02:17:05,369 days 15:05:00
920468,NEW,,Security,9/25/2013 11:51,1,7,[],[],3,,2287 days 12:08:56,2285 days 20:28:00
921090,RESOLVED,FIXED,Security,9/26/2013 17:18,0,24,"[832942, 863947, 894370]",[],3,1,29 days 06:03:07,30 days 21:37:00
922944,UNCONFIRMED,,Security,10/2/2013 4:40,0,2,[],[],3,,2280 days 19:19:57,2241 days 13:08:00
925680,NEW,,Security,10/11/2013 10:18,1,5,[906190],[815321],3,,2271 days 13:41:11,2175 days 16:48:00
926781,NEW,,Security,10/15/2013 6:21,3,3,[],"[815321, 834828]",3,,2267 days 17:38:22,2434 days 06:48:00
930480,UNCONFIRMED,,Security,10/24/2013 12:37,0,2,[],[],3,,2258 days 11:22:36,2435 days 09:29:00
930830,RESOLVED,DUPLICATE,Security,10/25/2013 0:48,0,4,[],[],4,,0 days 10:52:27,0 days 11:13:00
932177,UNCONFIRMED,,Security,10/29/2013 7:17,0,7,[],[],3,,2253 days 16:42:22,2126 days 06:16:00
935393,NEW,,Security,11/6/2013 6:27,0,3,[],[815321],3,,2245 days 17:32:13,2076 days 15:07:00
937324,RESOLVED,INVALID,Security,11/11/2013 21:40,0,4,[],[],5,,23 days 11:51:42,25 days 09:41:00
937663,NEW,,Security,11/12/2013 16:18,1,15,[],[815321],3,,2239 days 07:41:57,2242 days 22:18:00
941354,NEW,,Security,11/21/2013 0:26,0,37,[],[1442203],3,3,2230 days 23:33:41,2216 days 10:51:00
942839,UNCONFIRMED,,Security,11/25/2013 15:23,0,1,[],[],3,,2226 days 08:36:03,2297 days 19:45:00
943937,RESOLVED,FIXED,Security,11/27/2013 16:50,0,25,[],"[1442203, 706392]",3,3,1785 days 23:08:28,1731 days 08:08:00
944078,RESOLVED,INVALID,Security,11/27/2013 20:34,0,1,[],[],3,,6 days 21:45:51,6 days 19:44:00
944695,RESOLVED,DUPLICATE,Security,11/29/2013 14:20,1,14,[],[],3,,54 days 22:16:32,57 days 16:41:00
947471,NEW,,Security,12/6/2013 22:41,3,5,[],[],3,,2215 days 01:18:21,2196 days 09:54:00
949564,NEW,,Security,12/12/2013 18:09,4,7,[],[],3,,2209 days 05:50:20,2402 days 04:11:00
950451,RESOLVED,WONTFIX,Security,12/15/2013 13:08,0,2,[],[],3,,390 days 10:38:30,372 days 01:43:00
951279,RESOLVED,DUPLICATE,Security,12/17/2013 18:12,0,2,[],[],4,,0 days 00:03:46,0 days 00:05:00
951804,NEW,,Security,12/18/2013 19:57,0,12,[],[],3,,2203 days 04:02:21,2189 days 00:15:00
952390,UNCONFIRMED,,Security,12/20/2013 4:10,4,2,[],[815321],3,,2201 days 19:49:39,2125 days 13:45:00
953147,RESOLVED,DUPLICATE,Security,12/26/2013 5:14,0,7,[],[],4,,0 days 00:13:00,0 days 00:12:00
953418,RESOLVED,INVALID,Security,12/29/2013 17:22,0,3,[],[],3,1,11 days 03:40:09,10 days 18:32:00
955153,UNCONFIRMED,,Security,12/30/2013 12:56,0,4,[],[],3,,2191 days 11:03:01,2045 days 11:16:00
955628,NEW,,Security,12/30/2013 17:08,0,5,[],[],3,,2191 days 06:51:25,2037 days 04:21:00
955868,RESOLVED,DUPLICATE,Security,12/31/2013 16:43,0,3,[],[],5,,0 days 03:55:28,0 days 03:55:00
956536,RESOLVED,INVALID,Security,1/5/2014 4:11,0,3,[],[],3,,0 days 14:21:52,0 days 14:58:00
956686,NEW,,Security,1/6/2014 12:18,0,1,[],[],3,,2184 days 11:41:01,2096 days 15:28:00
957631,NEW,,Security,1/8/2014 15:03,0,5,[],[],3,,2182 days 08:56:36,2101 days 00:51:00
959105,RESOLVED,WORKSFORME,Security,1/13/2014 10:39,0,13,[1079436],[],3,,535 days 23:31:26,532 days 01:03:00
959221,RESOLVED,WONTFIX,Security,1/13/2014 16:24,0,3,[],[],3,,0 days 00:13:56,0 days 00:13:00
960307,NEW,,Security,1/15/2014 23:20,0,7,[],[],3,,2175 days 00:39:05,2027 days 12:05:00
961210,NEW,,Security,1/17/2014 20:59,0,3,[],[],3,,2173 days 03:00:56,2277 days 17:08:00
961700,RESOLVED,WORKSFORME,Security,1/20/2014 12:46,0,3,[],[844556],3,,1397 days 04:43:25,1416 days 11:45:00
962446,RESOLVED,DUPLICATE,Security,1/22/2014 7:26,0,3,[],[],3,,0 days 06:10:56,0 days 05:44:00
966752,RESOLVED,INVALID,Security,2/2/2014 14:50,0,2,[],[],3,3,0 days 05:44:25,0 days 06:02:00
966754,UNCONFIRMED,,Security,2/2/2014 15:12,1,3,[],[],3,,2157 days 08:47:40,2227 days 16:05:00
971197,UNCONFIRMED,,Security,2/11/2014 20:22,0,3,[],[],3,,2148 days 03:37:52,2161 days 07:07:00
971267,RESOLVED,DUPLICATE,Security,2/11/2014 22:38,0,2,[],[],3,,0 days 00:03:23,0 days 00:05:00
973739,UNCONFIRMED,,Security,2/18/2014 0:49,0,5,[],[],3,,2141 days 23:10:06,2225 days 05:17:00
978628,RESOLVED,INVALID,Security,3/2/2014 23:41,0,3,[],[],3,,9 days 18:05:59,10 days 02:13:00
978797,VERIFIED,FIXED,Security,3/3/2014 16:28,0,26,[],[975122],3,,1 days 05:51:44,1 days 04:25:00
981331,VERIFIED,DUPLICATE,Security,3/8/2014 21:00,1,2,[],[],3,,345 days 18:26:13,333 days 12:16:00
985033,UNCONFIRMED,,Security,3/18/2014 18:10,0,2,[],[],3,,2113 days 05:49:41,2198 days 05:22:00
986152,NEW,,Security,3/20/2014 21:11,1,2,[],[],4,,2111 days 02:48:46,1927 days 16:19:00
987637,UNCONFIRMED,,Security,3/25/2014 13:04,1,2,[],[],3,,2106 days 10:55:44,1948 days 15:53:00
987908,RESOLVED,WORKSFORME,Security,3/25/2014 18:56,0,2,[],[],3,,0 days 01:04:08,0 days 01:07:00
989875,RESOLVED,FIXED,Security,3/31/2014 4:44,2,26,"[1034270, 1034581, 1106075]","[653064, 997456]",3,,94 days 07:12:53,88 days 03:50:00
989879,RESOLVED,WORKSFORME,Security,3/31/2014 5:12,0,3,[],[],3,,0 days 08:14:37,0 days 07:48:00
991313,REOPENED,,Security,4/2/2014 21:36,2,10,[],"[1029832, 1092369]",3,,1976 days 02:15:37,2077 days 10:48:00
991834,RESOLVED,DUPLICATE,Security,4/3/2014 18:29,0,9,[],[],3,,0 days 02:33:12,0 days 02:33:00
993471,RESOLVED,WORKSFORME,Security,4/8/2014 16:03,0,2,[],[],3,,1227 days 22:28:10,1260 days 04:46:00
994420,RESOLVED,INVALID,Security,4/10/2014 0:10,0,2,[],[],3,,2047 days 03:50:22,1963 days 08:38:00
995017,NEW,,Security,4/11/2014 0:10,0,1,[],[],3,,2089 days 23:49:39,2219 days 02:24:00
995268,RESOLVED,DUPLICATE,Security,4/11/2014 16:22,62,106,[],[],3,,117 days 02:43:28,117 days 23:54:00
995666,UNCONFIRMED,,Security,4/12/2014 22:27,0,2,[],[],3,,2088 days 01:32:19,1999 days 07:19:00
996454,RESOLVED,INVALID,Security,4/15/2014 6:59,0,8,[],[844556],3,,0 days 03:12:01,0 days 03:05:00
998259,UNCONFIRMED,,Security,4/18/2014 9:06,1,1,[],[],3,,2082 days 14:53:48,2135 days 03:08:00
1000451,RESOLVED,WORKSFORME,Security,4/23/2014 19:44,0,13,[],[],5,,52 days 03:45:01,56 days 16:18:00
1000820,RESOLVED,WORKSFORME,Security,4/24/2014 10:50,1,5,[],[],3,,565 days 12:52:32,489 days 07:25:00
1005216,RESOLVED,INVALID,Security,5/2/2014 17:54,0,5,[],[],3,,0 days 01:24:33,0 days 01:23:00
1009011,RESOLVED,DUPLICATE,Security,5/12/2014 15:46,0,4,[],[],3,,633 days 06:38:22,588 days 05:25:00
1011848,RESOLVED,DUPLICATE,Security,5/17/2014 8:25,0,6,[],[],3,,7 days 01:33:40,6 days 23:40:00
1014736,NEW,,Security,5/22/2014 18:03,2,4,[909326],[],3,,2048 days 05:56:46,1869 days 16:40:00
1015275,RESOLVED,DUPLICATE,Security,5/23/2014 16:56,0,3,[],[],3,,648 days 08:18:59,697 days 03:13:00
1016357,RESOLVED,DUPLICATE,Security,5/27/2014 14:00,0,2,[],[],3,,303 days 12:24:39,282 days 12:16:00
1017805,UNCONFIRMED,,Security,5/29/2014 19:33,0,3,[],[],3,,2041 days 04:27:00,2105 days 06:57:00
1018260,UNCONFIRMED,,Security,5/30/2014 15:33,0,1,[],[],3,,2040 days 08:26:14,1780 days 09:54:00
1018271,UNCONFIRMED,,Security,5/30/2014 16:08,0,1,[],[],3,,2040 days 07:51:42,2004 days 08:11:00
1018280,UNCONFIRMED,,Security,5/30/2014 16:20,0,1,[],[],3,,2040 days 07:39:18,1999 days 12:04:00
1020072,VERIFIED,WONTFIX,Security,6/4/2014 3:33,0,4,[],[],3,,0 days 14:40:20,0 days 14:22:00
1024128,UNCONFIRMED,,Security,6/11/2014 21:23,1,8,[],[],5,,2028 days 02:36:08,2309 days 00:11:00
1024509,RESOLVED,WORKSFORME,Security,6/12/2014 14:34,0,2,[],[],3,,125 days 03:27:52,117 days 13:18:00
1024870,RESOLVED,DUPLICATE,Security,6/13/2014 5:32,0,10,[],[],4,,20 days 12:41:24,21 days 17:19:00
1029123,RESOLVED,INVALID,Security,6/23/2014 20:25,0,3,[],[],3,,0 days 00:03:00,0 days 00:05:00
1035632,RESOLVED,DUPLICATE,Security,7/8/2014 6:52,0,2,[],[],3,,0 days 09:25:22,0 days 08:55:00
1036035,RESOLVED,DUPLICATE,Security,7/8/2014 20:24,0,2,[],[],3,,0 days 00:02:05,0 days 00:05:00
1036840,RESOLVED,DUPLICATE,Security,7/10/2014 9:08,0,11,[],[815321],3,,85 days 16:13:36,87 days 03:01:00
1037281,UNCONFIRMED,,Security,7/11/2014 2:33,0,4,[],[],3,,1998 days 21:26:19,2097 days 14:31:00
1041087,RESOLVED,DUPLICATE,Security,7/19/2014 1:50,6,38,[],[1029832],3,,867 days 14:35:17,835 days 15:47:00
1041349,RESOLVED,DUPLICATE,Security,7/20/2014 22:04,0,2,[],[],3,,1 days 09:43:06,1 days 10:55:00
1042834,UNCONFIRMED,,Security,7/23/2014 17:35,0,4,[],[],3,,1986 days 06:24:30,1990 days 12:36:00
1042915,RESOLVED,INVALID,Security,7/23/2014 19:56,0,9,[],[],4,,1 days 20:23:31,1 days 15:10:00
1042931,RESOLVED,WORKSFORME,Security,7/23/2014 20:26,0,8,[],[],3,,12 days 23:51:43,13 days 06:25:00
1042945,RESOLVED,DUPLICATE,Security,7/23/2014 20:50,0,2,[],[],3,,0 days 06:12:49,0 days 06:02:00
1043881,UNCONFIRMED,,Security,7/25/2014 9:50,0,2,[],[],3,,1984 days 14:09:16,1982 days 02:43:00
1047005,RESOLVED,DUPLICATE,Security,7/31/2014 19:53,0,3,[],[],3,,0 days 00:30:29,0 days 00:28:00
1047239,RESOLVED,FIXED,Security,8/1/2014 7:20,8,34,"[1047252, 1047261, 1047269, 1047270, 1047274, 1049686, 1062388, 1070152, 1070153, 1070154, 1111857, 1114770, 1120996, 1122114, 1123914, 1139656, 1141103, 1148016, 1149329, 1149506, 1149654, 1149656, 1149657, 1158200, 1167652, 1169537, 1169574, 1170162, 1170994, 1171146, 1171148, 1171953, 1172030, 1172035, 1172037, 1172041, 1172044, 1172690, 1172696, 1173064, 1173125, 1173173, 1173491, 1173607, 1174335, 1175312, 1175342, 1176697, 1177082, 1177865, 1178255, 1178329, 1181236, 1181746, 1184296, 1186701, 1190704, 1191008, 1191182, 1191435, 1191870, 1192051, 1194784, 1195034, 1195671, 1196083, 1196671, 1196797, 1196890, 1197876, 1205779, 1206158, 1232311, 1240191, 1304977]",[1193926],3,,1824 days 12:01:08,1868 days 09:04:00
1049185,RESOLVED,INCOMPLETE,Security,8/5/2014 22:10,0,2,[],[],3,,0 days 00:35:27,0 days 00:32:00
1049190,RESOLVED,INVALID,Security,8/5/2014 22:16,0,2,[],[],3,,8 days 23:19:18,8 days 19:33:00
1050100,RESOLVED,INVALID,Security,8/7/2014 6:17,2,10,[],[],3,,11 days 12:03:47,11 days 09:28:00
1053679,NEW,,Security,8/14/2014 8:28,0,6,[],[1029832],3,,1964 days 15:31:18,2053 days 15:54:00
1053919,RESOLVED,WONTFIX,Security,8/14/2014 17:54,2,2,[],[],3,,1943 days 04:14:29,1852 days 12:32:00
1058367,RESOLVED,DUPLICATE,Security,8/26/2014 2:31,0,3,[],[],3,,7 days 19:19:01,7 days 20:20:00
1059185,RESOLVED,WORKSFORME,Security,8/27/2014 10:20,2,11,[],"[1184999, 995759]",3,,1930 days 11:47:40,1985 days 23:48:00
1062605,RESOLVED,DUPLICATE,Security,9/3/2014 23:05,0,6,[],[130949],3,,0 days 20:29:34,0 days 19:36:00
1064219,RESOLVED,DUPLICATE,Security,9/8/2014 11:32,0,6,[],[],3,,0 days 03:43:02,0 days 03:48:00
1064235,RESOLVED,WONTFIX,Security,9/8/2014 12:24,0,11,[],[],5,,0 days 02:25:45,0 days 02:19:00
1066181,VERIFIED,WORKSFORME,Security,9/11/2014 17:25,0,6,[1053456],[653064],3,,27 days 03:59:58,25 days 05:36:00
1067440,RESOLVED,DUPLICATE,Security,9/15/2014 15:59,1,22,[],[],3,,32 days 00:29:51,30 days 18:51:00
1070636,RESOLVED,INVALID,Security,9/20/2014 17:57,0,3,[],[],3,,9 days 03:22:49,8 days 22:35:00
1073773,NEW,,Security,9/27/2014 4:07,0,20,[],[],3,3,1920 days 19:52:14,1862 days 02:15:00
1073852,RESOLVED,INCOMPLETE,Security,9/27/2014 19:01,0,3,[],[],3,,459 days 02:58:05,445 days 04:05:00
1074279,NEW,,Security,9/29/2014 17:11,0,1,[],[],3,,1918 days 06:48:24,1965 days 08:43:00
1074830,NEW,,Security,9/30/2014 13:23,1,4,[],[],3,,1917 days 10:36:21,1768 days 04:30:00
1078088,UNCONFIRMED,,Security,10/5/2014 23:06,1,1,[],[],3,,1912 days 00:53:16,1976 days 14:33:00
1084040,NEW,,Security,10/16/2014 20:54,0,1,[],[],3,,1901 days 03:05:10,2033 days 01:20:00
1085064,RESOLVED,INVALID,Security,10/19/2014 7:04,0,3,[],[],5,,0 days 00:43:56,0 days 00:44:00
1088193,RESOLVED,WONTFIX,Security,10/23/2014 18:25,0,22,[],[],3,,494 days 13:49:25,500 days 16:22:00
1088542,RESOLVED,WORKSFORME,Security,10/24/2014 8:16,0,2,[],[],4,,216 days 10:20:47,196 days 21:30:00
1089180,RESOLVED,DUPLICATE,Security,10/25/2014 16:44,0,6,[],[],3,,0 days 02:39:38,0 days 02:34:00
1089808,RESOLVED,FIXED,Security,10/27/2014 19:59,1,18,[],"[1096695, 1098371, 1113780, 1164569, 1181963]",3,,14 days 00:53:29,15 days 06:53:00
1090151,RESOLVED,DUPLICATE,Security,10/28/2014 10:33,0,2,[],[1063281],3,,0 days 00:37:47,0 days 00:37:00
1092207,RESOLVED,WORKSFORME,Security,10/31/2014 16:06,0,4,[],[],3,,0 days 00:42:26,0 days 00:43:00
1096319,VERIFIED,FIXED,Security,11/10/2014 14:37,0,38,[],[],3,,49 days 10:21:13,47 days 19:21:00
1098236,RESOLVED,INCOMPLETE,Security,11/13/2014 10:38,0,2,[],[],3,,0 days 02:35:03,0 days 02:39:00
1099954,RESOLVED,WORKSFORME,Security,11/15/2014 16:05,0,5,[],[],2,,255 days 04:45:00,242 days 20:54:00
1100687,RESOLVED,FIXED,Security,11/18/2014 0:37,0,11,[],"[984139, 1080801]",3,,469 days 10:39:40,465 days 00:55:00
1102690,RESOLVED,INVALID,Security,11/21/2014 4:49,0,7,[],[],3,,13 days 06:10:15,14 days 06:25:00
1105704,VERIFIED,FIXED,Security,11/27/2014 12:43,0,35,[],[],3,,62 days 00:44:45,63 days 06:18:00
1106067,RESOLVED,DUPLICATE,Security,11/28/2014 14:02,0,2,[],[948160],5,,2 days 13:32:48,2 days 15:42:00
1106367,RESOLVED,FIXED,Security,11/30/2014 7:38,0,14,[],[],3,1,8 days 14:43:21,8 days 11:47:00
1108048,RESOLVED,INVALID,Security,12/5/2014 21:58,0,4,[],[],3,,3 days 20:20:08,3 days 23:34:00
1108688,RESOLVED,WORKSFORME,Security,12/8/2014 19:01,1,11,[],[],5,,0 days 01:08:26,0 days 01:05:00
1109442,RESOLVED,DUPLICATE,Security,12/10/2014 5:46,1,4,[],[],3,,0 days 12:03:46,0 days 12:01:00
1109616,RESOLVED,DUPLICATE,Security,12/10/2014 14:22,0,2,[],[],3,,0 days 10:45:53,0 days 11:04:00
1111960,VERIFIED,FIXED,Security,12/16/2014 4:46,0,34,[],"[897062, 1163422]",3,,160 days 12:59:53,155 days 06:39:00
1112408,NEW,,Security,12/17/2014 1:20,0,5,[],[1029832],3,,1839 days 22:39:04,1672 days 20:10:00
1112472,RESOLVED,INVALID,Security,12/17/2014 6:43,0,5,[],[],3,,23 days 10:31:49,22 days 06:44:00
1113670,RESOLVED,INVALID,Security,12/19/2014 15:30,0,6,[],[],3,,17 days 03:02:36,16 days 02:11:00
1120299,RESOLVED,DUPLICATE,Security,1/12/2015 6:34,0,2,[],[],3,,65 days 16:20:51,64 days 15:34:00
1121061,UNCONFIRMED,,Security,1/13/2015 18:18,0,3,[],[],3,,1812 days 05:41:48,1878 days 15:43:00
1122695,NEW,,Security,1/16/2015 19:47,0,7,[],"[665859, 1068944]",4,,1809 days 04:12:14,1882 days 03:02:00
1123294,RESOLVED,DUPLICATE,Security,1/19/2015 13:07,0,7,[],[1029832],3,,1 days 18:37:40,1 days 15:21:00
1126675,RESOLVED,FIXED,Security,1/28/2015 5:09,0,13,[],[],3,,1 days 18:21:28,1 days 23:29:00
1127211,REOPENED,,Security,1/29/2015 7:23,0,14,[1223979],[],5,,1796 days 16:02:42,1792 days 18:36:00
1128626,NEW,,Security,2/2/2015 19:02,1,3,[],[],3,,1792 days 04:57:06,1768 days 08:53:00
1130893,RESOLVED,FIXED,Security,2/8/2015 22:18,0,68,[],"[1101005, 1122691]",3,,4 days 18:59:05,4 days 16:01:00
1133480,UNCONFIRMED,,Security,2/16/2015 11:28,0,3,[],[],3,,1778 days 12:31:13,1820 days 19:17:00
1133716,NEW,,Security,2/17/2015 13:40,0,2,[],[],3,,1777 days 10:19:12,1772 days 05:44:00
1134086,NEW,,Security,2/18/2015 3:49,0,4,[],[1126413],3,,1776 days 20:10:06,1924 days 08:09:00
1136702,UNCONFIRMED,,Security,2/25/2015 14:25,1,2,[],[],3,,1769 days 09:34:22,1768 days 09:37:00
1136710,RESOLVED,DUPLICATE,Security,2/25/2015 14:47,0,2,[],[],3,,0 days 02:27:54,0 days 02:38:00
1137441,RESOLVED,DUPLICATE,Security,2/26/2015 21:09,1,2,[],[],4,,0 days 00:12:16,0 days 00:12:00
1138051,RESOLVED,INVALID,Security,2/28/2015 13:27,0,4,[],[],4,,0 days 03:09:15,0 days 02:51:00
1138712,VERIFIED,DUPLICATE,Security,3/2/2015 23:20,0,3,[],[],3,,0 days 00:53:05,0 days 00:53:00
1141033,RESOLVED,DUPLICATE,Security,3/9/2015 11:20,0,5,[],[],3,,0 days 05:58:59,0 days 05:43:00
1143337,UNCONFIRMED,,Security,3/14/2015 21:16,3,14,[],[],3,3,1752 days 02:43:48,1880 days 20:54:00
1145261,RESOLVED,FIXED,Security,3/19/2015 18:22,2,60,[],"[999544, 1158169]",3,,217 days 05:54:18,215 days 14:52:00
1146082,RESOLVED,DUPLICATE,Security,3/22/2015 4:33,0,2,[],[],5,,0 days 14:09:57,0 days 12:47:00
1146575,UNCONFIRMED,,Security,3/23/2015 20:23,0,1,[],[],3,,1743 days 03:36:05,1818 days 15:14:00
1146832,RESOLVED,FIXED,Security,3/24/2015 10:00,0,41,[],[1159789],3,,37 days 08:03:10,38 days 15:35:00
1147202,RESOLVED,WORKSFORME,Security,3/24/2015 23:37,0,12,[],[],3,,17 days 00:09:33,15 days 20:48:00
1148755,RESOLVED,INVALID,Security,3/28/2015 13:38,1,2,[],[],3,,2 days 01:24:04,1 days 21:40:00
1149505,NEW,,Security,3/31/2015 13:01,6,10,[],[570421],3,,1735 days 10:58:09,1660 days 18:31:00
1150963,RESOLVED,INVALID,Security,4/3/2015 18:00,0,8,[],[],3,,4 days 22:02:45,5 days 01:01:00
1151540,RESOLVED,WORKSFORME,Security,4/6/2015 18:03,0,7,[],[],2,,1 days 23:18:52,1 days 21:00:00
1152003,RESOLVED,DUPLICATE,Security,4/7/2015 19:16,0,10,[],[],4,,0 days 21:33:57,0 days 21:35:00
1152960,RESOLVED,WORKSFORME,Security,4/9/2015 20:41,0,6,[],[],3,,284 days 13:06:53,285 days 05:56:00
1154621,RESOLVED,INCOMPLETE,Security,4/15/2015 7:51,0,4,[],[],3,,296 days 15:01:36,302 days 06:30:00
1155275,VERIFIED,DUPLICATE,Security,4/16/2015 17:14,0,8,[],[],3,,0 days 02:44:52,0 days 02:33:00
1156014,NEW,,Security,4/18/2015 21:29,0,3,[],[1029832],3,,1717 days 02:30:23,1836 days 11:52:00
1157756,RESOLVED,INVALID,Security,4/23/2015 15:56,0,7,[],[],3,,255 days 18:02:17,254 days 05:49:00
1160120,RESOLVED,INCOMPLETE,Security,4/30/2015 11:39,0,5,[],[],3,,280 days 11:14:42,261 days 11:24:00
1160818,RESOLVED,FIXED,Security,5/2/2015 20:50,0,4,"[846489, 1139718]",[],3,,39 days 14:34:37,38 days 08:57:00
1161931,RESOLVED,DUPLICATE,Security,5/6/2015 7:42,1,2,[],[],4,,6 days 08:34:39,6 days 18:08:00
1162875,RESOLVED,WORKSFORME,Security,5/8/2015 9:12,0,6,[],[],3,,101 days 18:54:04,108 days 09:22:00
1163422,VERIFIED,FIXED,Security,5/10/2015 19:30,0,35,[1111960],[],3,,13 days 02:04:19,11 days 15:34:00
1164569,RESOLVED,FIXED,Security,5/13/2015 18:11,0,15,[1089808],[],3,,233 days 05:01:45,237 days 20:35:00
1169556,RESOLVED,DUPLICATE,Security,5/29/2015 8:12,0,2,[],[],3,,0 days 22:40:57,0 days 22:39:00
1179961,VERIFIED,FIXED,Security,7/2/2015 20:58,0,73,"[1339059, 1193339, 1193341, 1204486, 1205715, 1212520, 1213364, 1215344, 1217156, 1217766, 1221771, 1301772, 1340752]","[1217142, 1188121, 1216802, 1217133, 1219828]",3,1,106 days 23:08:49,108 days 21:06:00
1180151,RESOLVED,DUPLICATE,Security,7/3/2015 9:50,0,4,[],[],3,,161 days 12:07:21,164 days 20:13:00
1181953,RESOLVED,FIXED,Security,7/9/2015 5:15,0,30,[],[1191418],3,,295 days 16:51:21,312 days 16:14:00
1181963,VERIFIED,FIXED,Security,7/9/2015 6:38,0,15,[1089808],[1147438],3,,1 days 15:01:15,1 days 12:44:00
