day_counter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
564,161,16,,,,,,,,,,,601.0,,,,,
565,161,16,,,,,,,,,,,602.0,,,,,
566,161,16,,,,,,,,,,,602.0,,,,,
567,162,16,,,,,,,,,,,602.0,,,,,
568,163,16,,,,,,,,,,,602.0,,,,,
569,163,16,,,,,,,,,,,602.0,,,,,
570,160,16,,,,,,,,,,,615.0,,,,,
571,160,16,,,,,,,,,,,615.0,,,,,
572,160,16,,,,,,,,,,,615.0,,,,,
573,160,16,,,,,,,,,,,615.0,,,,,
574,160,16,,,,,,,,,,,615.0,,,,,
575,160,16,,,,,,,,,,,615.0,,,,,
576,160,16,,,,,,,,,,,621.0,,,,,
577,160,16,,,,,,,,,,,621.0,,,,,
578,160,16,,,,,,,,,,,621.0,,,,,
579,160,16,,,,,,,,,,,621.0,,,,,
580,159,18,,,,,,,,,,,623.0,,,,,
581,159,18,,,,,,,,,,,623.0,,,,,
582,161,18,,,,,,,,,,,623.0,,,,,
583,160,18,,,,,,,,,,,623.0,,,,,
584,160,18,,,,,,,,,,,623.0,,,,,
585,160,18,,,,,,,,,,,623.0,,,,,
586,160,18,,,,,,,,,,,623.0,,,,,
587,160,18,,,,,,,,,,,623.0,,,,,
588,161,18,,,,,,,,,,,626.0,,,,,
589,161,18,,,,,,,,,,,626.0,,,,,
590,162,18,,,,,,,,,,,626.0,,,,,
591,162,18,,,,,,,,,,,626.0,,,,,
592,164,20,,,,,,,,,,,625.0,,,,,
593,164,20,,,,,,,,,,,625.0,,,,,
594,165,20,,,,,,,,,,,630.0,,,,,
595,165,20,,,,,,,,,,,630.0,,,,,
596,165,20,,,,,,,,,,,630.0,,,,,
597,165,20,,,,,,,,,,,630.0,,,,,
598,165,20,,,,,,,,,,,630.0,,,,,
599,165,20,,,,,,,,,,,629.0,,,,,
600,167,20,,,,,,,,,,,630.0,,,,,
601,167,20,,,,,,,,,,,630.0,,,,,
602,168,20,,,,,,,,,,,630.0,,,,,
603,168,20,,,,,,,,,,,631.0,,,,,
604,168,20,,,,,,,,,,,631.0,,,,,
605,168,20,,,,,,,,,,,631.0,,,,,
606,168,20,,,,,,,,,,,631.0,,,,,
607,168,20,,,,,,,,,,,631.0,,,,,
608,168,20,,,,,,,,,,,631.0,,,,,
609,168,20,,,,,,,,,,,631.0,,,,,
610,169,20,,,,,,,,,,,632.0,,,,,
611,169,20,,,,,,,,,,,632.0,,,,,
612,170,20,,,,,,,,,,,632.0,,,,,
613,170,20,,,,,,,,,,,632.0,,,,,
614,171,20,,,,,,,,,,,633.0,,,,,
615,171,20,,,,,,,,,,,633.0,,,,,
616,169,20,,,,,,,,,,,638.0,,,,,
617,169,20,,,,,,,,,,,637.0,,,,,
618,169,20,,,,,,,,,,,637.0,,,,,
619,168,20,,,,,,,,,,,637.0,,,,,
620,168,20,,,,,,,,,,,637.0,,,,,
621,168,20,,,,,,,,,,,637.0,,,,,
622,169,20,,,,,,,,,,,637.0,,,,,
623,169,20,,,,,,,,,,,637.0,,,,,
624,169,20,,,,,,,,,,,638.0,,,,,
625,169,20,,,,,,,,,,,638.0,,,,,
626,169,20,,,,,,,,,,,639.0,,,,,
627,169,20,,,,,,,,,,,639.0,,,,,
628,170,20,,,,,,,,,,,639.0,,,,,
629,170,20,,,,,,,,,,,639.0,,,,,
630,169,20,,,,,,,,,,,644.0,,,,,
631,169,20,,,,,,,,,,,644.0,,,,,
632,170,20,,,,,,,,,,,644.0,,,,,
633,170,20,,,,,,,,,,,644.0,,,,,
634,170,20,,,,,,,,,,,644.0,,,,,
635,170,20,,,,,,,,,,,644.0,,,,,
636,171,22,,,,,,,,,,,645.0,,,,,
637,169,22,,,,,,,,,,,648.0,,,,,
638,169,22,,,,,,,,,,,648.0,,,,,
639,169,22,,,,,,,,,,,649.0,,,,,
640,171,22,,,,,,,,,,,650.0,,,,,
641,171,22,,,,,,,,,,,650.0,,,,,
642,171,22,,,,,,,,,,,650.0,,,,,
643,171,22,,,,,,,,,,,650.0,,,,,
644,171,22,,,,,,,,,,,650.0,,,,,
645,171,22,,,,,,,,,,,650.0,,,,,
646,171,22,,,,,,,,,,,649.0,,,,,
647,171,22,,,,,,,,,,,649.0,,,,,
648,173,22,,,,,,,,,,,653.0,,,,,
649,173,22,,,,,,,,,,,653.0,,,,,
650,173,22,,,,,,,,,,,653.0,,,,,
651,173,22,,,,,,,,,,,653.0,,,,,
652,172,22,,,,,,,,,,,657.0,,,,,
653,172,22,,,,,,,,,,,657.0,,,,,
654,172,22,,,,,,,,,,,657.0,,,,,
655,172,22,,,,,,,,,,,657.0,,,,,
656,173,22,,,,,,,,,,,658.0,,,,,
657,173,22,,,,,,,,,,,658.0,,,,,
658,173,22,,,,,,,,,,,658.0,,,,,
659,173,22,,,,,,,,,,,658.0,,,,,
660,174,20,,,,,,,,,,,665.0,,,,,
661,174,20,,,,,,,,,,,664.0,,,,,
662,175,20,,,,,,,,,,,664.0,,,,,
663,175,20,,,,,,,,,,,664.0,,,,,
664,175,20,,,,,,,,,,,665.0,,,,,
665,174,20,,,,,,,,,,,667.0,,,,,
666,174,20,,,,,,,,,,,667.0,,,,,
667,174,20,,,,,,,,,,,667.0,,,,,
668,175,20,,,,,,,,,,,667.0,,,,,
669,175,20,,,,,,,,,,,667.0,,,,,
670,175,20,,,,,,,,,,,667.0,,,,,
671,175,20,,,,,,,,,,,667.0,,,,,
672,175,20,,,,,,,,,,,670.0,,,,,
673,175,20,,,,,,,,,,,670.0,,,,,
674,175,20,,,,,,,,,,,670.0,,,,,
675,177,20,,,,,,,,,,,671.0,,,,,
676,177,20,,,,,,,,,,,672.0,,,,,
677,176,20,,,,,,,,,,,672.0,,,,,
678,177,20,,,,,,,,,,,673.0,,,,,
679,177,20,,,,,,,,,,,673.0,,,,,
680,178,20,,,,,,,,,,,674.0,,,,,
681,176,20,,,,,,,,,,,677.0,,,,,
682,178,20,,,,,,,,,,,677.0,,,,,
683,178,20,,,,,,,,,,,677.0,,,,,
684,179,20,,,,,,,,,,,679.0,,,,,
685,180,20,,,,,,,,,,,679.0,,,,,
686,183,20,,,,,,,,,,,679.0,,,,,
687,183,20,,,,,,,,,,,679.0,,,,,
688,183,20,,,,,,,,,,,681.0,,,,,
689,183,20,,,,,,,,,,,681.0,,,,,
690,184,20,,,,,,,,,,,681.0,,,,,
691,184,20,,,,,,,,,,,681.0,,,,,
692,184,20,,,,,,,,,,,684.0,,,,,
693,184,20,,,,,,,,,,,684.0,,,,,
694,184,20,,,,,,,,,,,684.0,,,,,
695,184,20,,,,,,,,,,,684.0,,,,,
696,184,20,,,,,,,,,,,686.0,,,,,
697,184,20,,,,,,,,,,,686.0,,,,,
698,184,20,,,,,,,,,,,686.0,,,,,
699,184,20,,,,,,,,,,,686.0,,,,,
700,184,20,,,,,,,,,,,688.0,,,,,
701,184,20,,,,,,,,,,,687.0,,,,,
702,185,20,,,,,,,,,,,687.0,,,,,
703,185,20,,,,,,,,,,,687.0,,,,,
704,185,18,,,,,,,,,,,692.0,,,,,
705,185,18,,,,,,,,,,,692.0,,,,,
706,185,18,,,,,,,,,,,691.0,,,,,
707,185,18,,,,,,,,,,,691.0,,,,,
708,188,18,,,,,,,,,,,691.0,,,,,
709,188,18,,,,,,,,,,,691.0,,,,,
710,186,18,,,,,,,,,,,698.0,,,,,
711,186,18,,,,,,,,,,,,699.0,,,,
712,188,18,,,,,,,,,,,,699.0,,,,
713,188,18,,,,,,,,,,,,699.0,,,,
714,188,18,,,,,,,,,,,,701.0,,,,
715,189,18,,,,,,,,,,,,701.0,,,,
716,190,18,,,,,,,,,,,,702.0,,,,
717,190,18,,,,,,,,,,,,702.0,,,,
718,191,18,,,,,,,,,,,,702.0,,,,
719,191,18,,,,,,,,,,,,702.0,,,,
720,192,18,,,,,,,,,,,,706.0,,,,
721,192,18,,,,,,,,,,,,706.0,,,,
722,192,18,,,,,,,,,,,,705.0,,,,
723,192,18,,,,,,,,,,,,705.0,,,,
724,192,18,,,,,,,,,,,,705.0,,,,
725,192,18,,,,,,,,,,,,705.0,,,,
726,192,19,,,,,,,,,,,,705.0,,,,
727,192,19,,,,,,,,,,,,705.0,,,,
728,192,19,,,,,,,,,,,,705.0,,,,
729,192,19,,,,,,,,,,,,705.0,,,,
730,192,19,,,,,,,,,,,,708.0,,,,
731,192,19,,,,,,,,,,,,707.0,,,,
732,193,19,,,,,,,,,,,,708.0,,,,
733,193,19,,,,,,,,,,,,708.0,,,,
734,193,19,,,,,,,,,,,,708.0,,,,
735,196,19,,,,,,,,,,,,708.0,,,,
736,196,19,,,,,,,,,,,,708.0,,,,
737,196,19,,,,,,,,,,,,708.0,,,,
738,195,21,,,,,,,,,,,,708.0,,,,
739,195,21,,,,,,,,,,,,708.0,,,,
740,194,21,,,,,,,,,,,,710.0,,,,
741,194,21,,,,,,,,,,,,710.0,,,,
742,194,21,,,,,,,,,,,,710.0,,,,
743,194,21,,,,,,,,,,,,710.0,,,,
744,195,21,,,,,,,,,,,,708.0,,,,
745,196,21,,,,,,,,,,,,708.0,,,,
746,196,21,,,,,,,,,,,,708.0,,,,
747,196,21,,,,,,,,,,,,708.0,,,,
748,196,21,,,,,,,,,,,,708.0,,,,
749,196,21,,,,,,,,,,,,708.0,,,,
750,196,23,,,,,,,,,,,,710.0,,,,
751,196,23,,,,,,,,,,,,709.0,,,,
752,196,23,,,,,,,,,,,,709.0,,,,
753,196,23,,,,,,,,,,,,709.0,,,,
754,196,23,,,,,,,,,,,,709.0,,,,
755,196,23,,,,,,,,,,,,709.0,,,,
756,196,23,,,,,,,,,,,,710.0,,,,
757,196,23,,,,,,,,,,,,710.0,,,,
758,196,23,,,,,,,,,,,,710.0,,,,
759,196,23,,,,,,,,,,,,710.0,,,,
760,194,23,,,,,,,,,,,,714.0,,,,
761,194,23,,,,,,,,,,,,713.0,,,,
762,190,21,,,,,,,,,,,,720.0,,,,
763,190,21,,,,,,,,,,,,719.0,,,,
764,190,21,,,,,,,,,,,,719.0,,,,
765,190,21,,,,,,,,,,,,719.0,,,,
766,190,21,,,,,,,,,,,,719.0,,,,
767,190,21,,,,,,,,,,,,719.0,,,,
768,190,21,,,,,,,,,,,,721.0,,,,
769,190,21,,,,,,,,,,,,721.0,,,,
770,190,21,,,,,,,,,,,,722.0,,,,
771,190,21,,,,,,,,,,,,722.0,,,,
772,191,21,,,,,,,,,,,,722.0,,,,
773,191,21,,,,,,,,,,,,722.0,,,,
774,191,21,,,,,,,,,,,,722.0,,,,
775,192,21,,,,,,,,,,,,722.0,,,,
776,191,23,,,,,,,,,,,,725.0,,,,
777,191,23,,,,,,,,,,,,726.0,,,,
778,191,23,,,,,,,,,,,,726.0,,,,
779,191,23,,,,,,,,,,,,726.0,,,,
780,194,23,,,,,,,,,,,,727.0,,,,
781,194,23,,,,,,,,,,,,727.0,,,,
782,194,23,,,,,,,,,,,,727.0,,,,
783,194,23,,,,,,,,,,,,727.0,,,,
784,195,23,,,,,,,,,,,,727.0,,,,
785,195,23,,,,,,,,,,,,727.0,,,,
786,195,23,,,,,,,,,,,,727.0,,,,
787,195,23,,,,,,,,,,,,727.0,,,,
788,194,23,,,,,,,,,,,,729.0,,,,
789,194,23,,,,,,,,,,,,728.0,,,,
790,194,23,,,,,,,,,,,,728.0,,,,
791,194,23,,,,,,,,,,,,728.0,,,,
792,196,23,,,,,,,,,,,,728.0,,,,
793,196,23,,,,,,,,,,,,728.0,,,,
794,196,23,,,,,,,,,,,,728.0,,,,
795,196,23,,,,,,,,,,,,729.0,,,,
796,196,23,,,,,,,,,,,,729.0,,,,
797,196,23,,,,,,,,,,,,729.0,,,,
798,198,23,,,,,,,,,,,,729.0,,,,
799,198,23,,,,,,,,,,,,729.0,,,,
800,198,23,,,,,,,,,,,,729.0,,,,
801,199,23,,,,,,,,,,,,729.0,,,,
802,199,23,,,,,,,,,,,,729.0,,,,
803,199,23,,,,,,,,,,,,729.0,,,,
804,197,23,,,,,,,,,,,,,732.0,,,
805,196,23,,,,,,,,,,,,,732.0,,,
806,196,23,,,,,,,,,,,,,732.0,,,
807,196,23,,,,,,,,,,,,,732.0,,,
808,196,23,,,,,,,,,,,,,732.0,,,
809,196,23,,,,,,,,,,,,,732.0,,,
810,192,23,,,,,,,,,,,,,740.0,,,
811,192,23,,,,,,,,,,,,,740.0,,,
812,192,23,,,,,,,,,,,,,743.0,,,
813,193,23,,,,,,,,,,,,,744.0,,,
814,193,23,,,,,,,,,,,,,743.0,,,
815,193,23,,,,,,,,,,,,,744.0,,,
816,193,23,,,,,,,,,,,,,747.0,,,
817,193,23,,,,,,,,,,,,,747.0,,,
818,193,23,,,,,,,,,,,,,747.0,,,
819,193,23,,,,,,,,,,,,,747.0,,,
820,196,23,,,,,,,,,,,,,747.0,,,
821,196,23,,,,,,,,,,,,,747.0,,,
822,196,23,,,,,,,,,,,,,747.0,,,
823,196,23,,,,,,,,,,,,,747.0,,,
824,196,23,,,,,,,,,,,,,749.0,,,
825,196,23,,,,,,,,,,,,,749.0,,,
826,196,23,,,,,,,,,,,,,750.0,,,
827,196,23,,,,,,,,,,,,,750.0,,,
828,196,23,,,,,,,,,,,,,755.0,,,
829,196,23,,,,,,,,,,,,,755.0,,,
830,196,23,,,,,,,,,,,,,755.0,,,
831,196,23,,,,,,,,,,,,,755.0,,,
832,196,23,,,,,,,,,,,,,755.0,,,
833,196,23,,,,,,,,,,,,,755.0,,,
834,196,23,,,,,,,,,,,,,755.0,,,
835,196,23,,,,,,,,,,,,,755.0,,,
836,196,23,,,,,,,,,,,,,755.0,,,
837,199,23,,,,,,,,,,,,,756.0,,,
838,199,23,,,,,,,,,,,,,756.0,,,
839,199,23,,,,,,,,,,,,,756.0,,,
840,200,23,,,,,,,,,,,,,758.0,,,
841,200,23,,,,,,,,,,,,,758.0,,,
842,200,23,,,,,,,,,,,,,758.0,,,
843,200,23,,,,,,,,,,,,,758.0,,,
844,200,23,,,,,,,,,,,,,758.0,,,
845,200,23,,,,,,,,,,,,,758.0,,,
846,201,23,,,,,,,,,,,,,759.0,,,
847,201,23,,,,,,,,,,,,,759.0,,,
848,202,23,,,,,,,,,,,,,759.0,,,
849,202,23,,,,,,,,,,,,,759.0,,,
850,202,23,,,,,,,,,,,,,760.0,,,
851,202,23,,,,,,,,,,,,,760.0,,,
852,200,23,,,,,,,,,,,,,767.0,,,
853,200,23,,,,,,,,,,,,,767.0,,,
854,201,23,,,,,,,,,,,,,767.0,,,
855,200,23,,,,,,,,,,,,,769.0,,,
856,201,23,,,,,,,,,,,,,771.0,,,
857,201,23,,,,,,,,,,,,,771.0,,,
858,201,23,,,,,,,,,,,,,771.0,,,
859,201,23,,,,,,,,,,,,,771.0,,,
860,201,23,,,,,,,,,,,,,771.0,,,
861,201,23,,,,,,,,,,,,,771.0,,,
862,201,23,,,,,,,,,,,,,771.0,,,
863,201,23,,,,,,,,,,,,,771.0,,,
864,202,23,,,,,,,,,,,,,772.0,,,
865,204,23,,,,,,,,,,,,,769.0,,,
866,204,23,,,,,,,,,,,,,769.0,,,
867,204,23,,,,,,,,,,,,,769.0,,,
868,203,21,,,,,,,,,,,,,778.0,,,
869,203,21,,,,,,,,,,,,,778.0,,,
870,204,21,,,,,,,,,,,,,778.0,,,
871,204,21,,,,,,,,,,,,,778.0,,,
872,204,21,,,,,,,,,,,,,780.0,,,
873,204,21,,,,,,,,,,,,,782.0,,,
874,204,21,,,,,,,,,,,,,782.0,,,
875,201,19,,,,,,,,,,,,,788.0,,,
876,200,15,,,,,,,,,,,,,800.0,,,
877,200,15,,,,,,,,,,,,,800.0,,,
878,200,15,,,,,,,,,,,,,800.0,,,
879,200,15,,,,,,,,,,,,,802.0,,,
880,202,15,,,,,,,,,,,,,804.0,,,
881,202,15,,,,,,,,,,,,,804.0,,,
882,202,15,,,,,,,,,,,,,804.0,,,
883,202,15,,,,,,,,,,,,,804.0,,,
884,203,15,,,,,,,,,,,,,806.0,,,
885,204,15,,,,,,,,,,,,,806.0,,,
886,204,15,,,,,,,,,,,,,806.0,,,
887,204,15,,,,,,,,,,,,,806.0,,,
888,205,15,,,,,,,,,,,,,806.0,,,
889,205,15,,,,,,,,,,,,,805.0,,,
890,206,15,,,,,,,,,,,,,805.0,,,
891,206,15,,,,,,,,,,,,,805.0,,,
892,205,15,,,,,,,,,,,,,807.0,,,
893,205,15,,,,,,,,,,,,,807.0,,,
894,204,15,,,,,,,,,,,,,811.0,,,
895,204,15,,,,,,,,,,,,,811.0,,,
896,206,15,,,,,,,,,,,,,812.0,,,
897,206,15,,,,,,,,,,,,,812.0,,,
898,206,15,,,,,,,,,,,,,812.0,,,
899,206,15,,,,,,,,,,,,,812.0,,,
900,207,15,,,,,,,,,,,,,814.0,,,
901,207,15,,,,,,,,,,,,,814.0,,,
902,207,15,,,,,,,,,,,,,814.0,,,
903,207,15,,,,,,,,,,,,,814.0,,,
904,208,15,,,,,,,,,,,,,815.0,,,
905,208,15,,,,,,,,,,,,,815.0,,,
906,209,15,,,,,,,,,,,,,815.0,,,
907,209,15,,,,,,,,,,,,,815.0,,,
908,209,15,,,,,,,,,,,,,815.0,,,
909,209,15,,,,,,,,,,,,,814.0,,,
910,209,13,,,,,,,,,,,,,818.0,,,
911,208,13,,,,,,,,,,,,,818.0,,,
912,208,13,,,,,,,,,,,,,823.0,,,
913,207,13,,,,,,,,,,,,,823.0,,,
914,207,13,,,,,,,,,,,,,823.0,,,
915,207,13,,,,,,,,,,,,,823.0,,,
916,207,13,,,,,,,,,,,,,824.0,,,
917,205,13,,,,,,,,,,,,,826.0,,,
918,205,13,,,,,,,,,,,,,827.0,,,
919,205,13,,,,,,,,,,,,,827.0,,,
920,206,13,,,,,,,,,,,,,829.0,,,
921,207,13,,,,,,,,,,,,,829.0,,,
922,207,13,,,,,,,,,,,,,829.0,,,
923,207,13,,,,,,,,,,,,,829.0,,,
924,207,13,,,,,,,,,,,,,832.0,,,
925,207,13,,,,,,,,,,,,,833.0,,,
926,207,13,,,,,,,,,,,,,833.0,,,
927,207,13,,,,,,,,,,,,,833.0,,,
928,207,13,,,,,,,,,,,,,832.0,,,
929,207,13,,,,,,,,,,,,,832.0,,,
930,207,13,,,,,,,,,,,,,833.0,,,
931,204,13,,,,,,,,,,,,,837.0,,,
932,205,13,,,,,,,,,,,,,838.0,,,
933,205,13,,,,,,,,,,,,,838.0,,,
934,205,13,,,,,,,,,,,,,838.0,,,
935,205,13,,,,,,,,,,,,,838.0,,,
936,207,13,,,,,,,,,,,,,844.0,,,
937,207,13,,,,,,,,,,,,,843.0,,,
938,207,13,,,,,,,,,,,,,843.0,,,
939,205,13,,,,,,,,,,,,,847.0,,,
940,203,13,,,,,,,,,,,,,850.0,,,
941,203,13,,,,,,,,,,,,,850.0,,,
942,203,13,,,,,,,,,,,,,850.0,,,
943,203,13,,,,,,,,,,,,,850.0,,,
944,204,13,,,,,,,,,,,,,850.0,,,
945,206,13,,,,,,,,,,,,,850.0,,,
946,206,13,,,,,,,,,,,,,850.0,,,
947,206,13,,,,,,,,,,,,,850.0,,,
948,206,13,,,,,,,,,,,,,851.0,,,
949,205,13,,,,,,,,,,,,,851.0,,,
950,205,13,,,,,,,,,,,,,852.0,,,
951,205,13,,,,,,,,,,,,,852.0,,,
952,205,13,,,,,,,,,,,,,854.0,,,
953,205,13,,,,,,,,,,,,,854.0,,,
954,206,13,,,,,,,,,,,,,856.0,,,
955,206,13,,,,,,,,,,,,,857.0,,,
956,207,13,,,,,,,,,,,,,857.0,,,
957,207,13,,,,,,,,,,,,,857.0,,,
958,207,13,,,,,,,,,,,,,857.0,,,
959,207,13,,,,,,,,,,,,,857.0,,,
960,209,13,,,,,,,,,,,,,860.0,,,
961,209,13,,,,,,,,,,,,,860.0,,,
962,209,13,,,,,,,,,,,,,859.0,,,
963,209,13,,,,,,,,,,,,,859.0,,,
964,208,13,,,,,,,,,,,,,859.0,,,
965,208,13,,,,,,,,,,,,,859.0,,,
966,206,13,,,,,,,,,,,,,864.0,,,
967,206,13,,,,,,,,,,,,,864.0,,,
968,207,13,,,,,,,,,,,,,865.0,,,
969,207,13,,,,,,,,,,,,,865.0,,,
970,207,13,,,,,,,,,,,,,865.0,,,
971,207,13,,,,,,,,,,,,,865.0,,,
972,208,13,,,,,,,,,,,,,865.0,,,
973,209,13,,,,,,,,,,,,,865.0,,,
974,209,13,,,,,,,,,,,,,864.0,,,
975,209,13,,,,,,,,,,,,,864.0,,,
976,207,13,,,,,,,,,,,,,867.0,,,
977,207,13,,,,,,,,,,,,,867.0,,,
978,208,11,,,,,,,,,,,,,870.0,,,
979,208,11,,,,,,,,,,,,,870.0,,,
980,209,11,,,,,,,,,,,,,870.0,,,
981,209,11,,,,,,,,,,,,,870.0,,,
982,209,11,,,,,,,,,,,,,870.0,,,
983,209,11,,,,,,,,,,,,,870.0,,,
984,209,11,,,,,,,,,,,,,872.0,,,
985,209,11,,,,,,,,,,,,,872.0,,,
986,209,11,,,,,,,,,,,,,872.0,,,
987,209,11,,,,,,,,,,,,,874.0,,,
988,209,11,,,,,,,,,,,,,873.0,,,
989,209,11,,,,,,,,,,,,,873.0,,,
990,210,11,,,,,,,,,,,,,874.0,,,
991,210,11,,,,,,,,,,,,,874.0,,,
992,208,11,,,,,,,,,,,,,878.0,,,
993,206,8,,,,,,,,,,,,,,886.0,,
994,206,8,,,,,,,,,,,,,,886.0,,
995,206,8,,,,,,,,,,,,,,886.0,,
996,206,8,,,,,,,,,,,,,,888.0,,
997,206,8,,,,,,,,,,,,,,888.0,,
998,206,8,,,,,,,,,,,,,,888.0,,
999,206,8,,,,,,,,,,,,,,889.0,,
1000,208,8,,,,,,,,,,,,,,890.0,,
1001,208,8,,,,,,,,,,,,,,890.0,,
1002,208,8,,,,,,,,,,,,,,892.0,,
1003,208,8,,,,,,,,,,,,,,892.0,,
1004,208,8,,,,,,,,,,,,,,892.0,,
1005,209,8,,,,,,,,,,,,,,892.0,,
1006,209,8,,,,,,,,,,,,,,892.0,,
1007,209,8,,,,,,,,,,,,,,892.0,,
1008,204,8,,,,,,,,,,,,,,899.0,,
1009,204,8,,,,,,,,,,,,,,899.0,,
1010,204,8,,,,,,,,,,,,,,899.0,,
1011,204,8,,,,,,,,,,,,,,899.0,,
1012,204,8,,,,,,,,,,,,,,899.0,,
1013,204,8,,,,,,,,,,,,,,899.0,,
1014,204,8,,,,,,,,,,,,,,899.0,,
1015,204,8,,,,,,,,,,,,,,898.0,,
1016,204,8,,,,,,,,,,,,,,898.0,,
1017,204,8,,,,,,,,,,,,,,898.0,,
1018,204,8,,,,,,,,,,,,,,898.0,,
1019,204,8,,,,,,,,,,,,,,898.0,,
1020,204,8,,,,,,,,,,,,,,902.0,,
1021,204,8,,,,,,,,,,,,,,902.0,,
1022,204,8,,,,,,,,,,,,,,902.0,,
1023,204,8,,,,,,,,,,,,,,902.0,,
1024,205,8,,,,,,,,,,,,,,903.0,,
1025,205,8,,,,,,,,,,,,,,903.0,,
1026,205,8,,,,,,,,,,,,,,903.0,,
1027,205,8,,,,,,,,,,,,,,903.0,,
1028,205,8,,,,,,,,,,,,,,903.0,,
1029,205,8,,,,,,,,,,,,,,904.0,,
1030,205,8,,,,,,,,,,,,,,905.0,,
1031,205,8,,,,,,,,,,,,,,905.0,,
1032,206,8,,,,,,,,,,,,,,905.0,,
1033,206,8,,,,,,,,,,,,,,905.0,,
1034,206,8,,,,,,,,,,,,,,905.0,,
1035,206,8,,,,,,,,,,,,,,905.0,,
1036,206,8,,,,,,,,,,,,,,905.0,,
1037,206,8,,,,,,,,,,,,,,905.0,,
1038,206,8,,,,,,,,,,,,,,906.0,,
1039,206,8,,,,,,,,,,,,,,906.0,,
1040,206,8,,,,,,,,,,,,,,907.0,,
1041,206,8,,,,,,,,,,,,,,908.0,,
1042,206,8,,,,,,,,,,,,,,907.0,,
1043,206,8,,,,,,,,,,,,,,907.0,,
1044,206,8,,,,,,,,,,,,,,906.0,,
1045,206,8,,,,,,,,,,,,,,906.0,,
1046,205,8,,,,,,,,,,,,,,906.0,,
1047,205,8,,,,,,,,,,,,,,906.0,,
1048,203,8,,,,,,,,,,,,,,911.0,,
1049,203,8,,,,,,,,,,,,,,911.0,,
1050,203,8,,,,,,,,,,,,,,914.0,,
1051,203,8,,,,,,,,,,,,,,914.0,,
1052,203,8,,,,,,,,,,,,,,914.0,,
1053,203,8,,,,,,,,,,,,,,914.0,,
1054,203,8,,,,,,,,,,,,,,914.0,,
1055,203,8,,,,,,,,,,,,,,914.0,,
1056,202,8,,,,,,,,,,,,,,921.0,,
1057,203,8,,,,,,,,,,,,,,921.0,,
1058,203,8,,,,,,,,,,,,,,921.0,,
1059,203,8,,,,,,,,,,,,,,921.0,,
1060,205,8,,,,,,,,,,,,,,921.0,,
1061,205,8,,,,,,,,,,,,,,921.0,,
1062,205,8,,,,,,,,,,,,,,922.0,,
1063,205,8,,,,,,,,,,,,,,922.0,,
1064,205,8,,,,,,,,,,,,,,921.0,,
1065,205,8,,,,,,,,,,,,,,928.0,,
1066,205,8,,,,,,,,,,,,,,928.0,,
1067,205,8,,,,,,,,,,,,,,928.0,,
1068,205,8,,,,,,,,,,,,,,928.0,,
1069,205,8,,,,,,,,,,,,,,928.0,,
1070,205,8,,,,,,,,,,,,,,928.0,,
1071,205,8,,,,,,,,,,,,,,928.0,,
1072,206,8,,,,,,,,,,,,,,928.0,,
1073,206,8,,,,,,,,,,,,,,928.0,,
1074,206,8,,,,,,,,,,,,,,928.0,,
1075,206,8,,,,,,,,,,,,,,928.0,,
1076,207,8,,,,,,,,,,,,,,928.0,,
1077,207,8,,,,,,,,,,,,,,928.0,,
1078,207,8,,,,,,,,,,,,,,928.0,,
1079,207,8,,,,,,,,,,,,,,928.0,,
1080,207,8,,,,,,,,,,,,,,931.0,,
1081,207,8,,,,,,,,,,,,,,931.0,,
1082,207,8,,,,,,,,,,,,,,931.0,,
1083,207,8,,,,,,,,,,,,,,931.0,,
1084,207,8,,,,,,,,,,,,,,931.0,,
1085,207,8,,,,,,,,,,,,,,933.0,,
1086,206,8,,,,,,,,,,,,,,935.0,,
1087,206,8,,,,,,,,,,,,,,935.0,,
1088,206,8,,,,,,,,,,,,,,935.0,,
1089,206,8,,,,,,,,,,,,,,935.0,,
1090,208,8,,,,,,,,,,,,,,936.0,,
1091,208,8,,,,,,,,,,,,,,936.0,,
1092,208,8,,,,,,,,,,,,,,935.0,,
1093,208,8,,,,,,,,,,,,,,935.0,,
1094,207,8,,,,,,,,,,,,,,935.0,,
1095,207,8,,,,,,,,,,,,,,936.0,,
1096,207,8,,,,,,,,,,,,,,936.0,,
1097,207,8,,,,,,,,,,,,,,936.0,,
1098,203,8,,,,,,,,,,,,,,,943.0,
1099,203,8,,,,,,,,,,,,,,,943.0,
1100,204,8,,,,,,,,,,,,,,,942.0,
1101,204,8,,,,,,,,,,,,,,,942.0,
1102,204,8,,,,,,,,,,,,,,,942.0,
1103,204,8,,,,,,,,,,,,,,,942.0,
1104,205,8,,,,,,,,,,,,,,,942.0,
1105,205,8,,,,,,,,,,,,,,,942.0,
1106,205,8,,,,,,,,,,,,,,,942.0,
1107,205,8,,,,,,,,,,,,,,,942.0,
1108,205,8,,,,,,,,,,,,,,,941.0,
1109,205,8,,,,,,,,,,,,,,,941.0,
1110,205,8,,,,,,,,,,,,,,,941.0,
1111,205,8,,,,,,,,,,,,,,,941.0,
1112,205,8,,,,,,,,,,,,,,,941.0,
1113,206,8,,,,,,,,,,,,,,,941.0,
1114,206,10,,,,,,,,,,,,,,,938.0,
1115,206,10,,,,,,,,,,,,,,,938.0,
1116,207,10,,,,,,,,,,,,,,,939.0,
