day_counter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
482,146,12,,,,,,,,,,,515.0,,,,,,,,,
483,147,12,,,,,,,,,,,515.0,,,,,,,,,
484,148,12,,,,,,,,,,,515.0,,,,,,,,,
485,148,12,,,,,,,,,,,515.0,,,,,,,,,
486,149,12,,,,,,,,,,,515.0,,,,,,,,,
487,149,12,,,,,,,,,,,515.0,,,,,,,,,
488,146,12,,,,,,,,,,,522.0,,,,,,,,,
489,146,12,,,,,,,,,,,522.0,,,,,,,,,
490,150,12,,,,,,,,,,,523.0,,,,,,,,,
491,150,12,,,,,,,,,,,523.0,,,,,,,,,
492,151,12,,,,,,,,,,,523.0,,,,,,,,,
493,151,12,,,,,,,,,,,523.0,,,,,,,,,
494,156,14,,,,,,,,,,,516.0,,,,,,,,,
495,156,14,,,,,,,,,,,516.0,,,,,,,,,
496,158,14,,,,,,,,,,,,517.0,,,,,,,,
497,158,14,,,,,,,,,,,,517.0,,,,,,,,
498,159,14,,,,,,,,,,,,519.0,,,,,,,,
499,159,14,,,,,,,,,,,,519.0,,,,,,,,
500,160,14,,,,,,,,,,,,519.0,,,,,,,,
501,160,14,,,,,,,,,,,,519.0,,,,,,,,
502,160,14,,,,,,,,,,,,520.0,,,,,,,,
503,160,14,,,,,,,,,,,,520.0,,,,,,,,
504,159,14,,,,,,,,,,,,522.0,,,,,,,,
505,161,14,,,,,,,,,,,,522.0,,,,,,,,
506,162,14,,,,,,,,,,,,521.0,,,,,,,,
507,162,14,,,,,,,,,,,,521.0,,,,,,,,
508,162,14,,,,,,,,,,,,522.0,,,,,,,,
509,162,14,,,,,,,,,,,,522.0,,,,,,,,
510,162,14,,,,,,,,,,,,525.0,,,,,,,,
511,161,14,,,,,,,,,,,,527.0,,,,,,,,
512,162,14,,,,,,,,,,,,527.0,,,,,,,,
513,164,14,,,,,,,,,,,,527.0,,,,,,,,
514,164,14,,,,,,,,,,,,528.0,,,,,,,,
515,165,14,,,,,,,,,,,,528.0,,,,,,,,
516,165,14,,,,,,,,,,,,527.0,,,,,,,,
517,165,14,,,,,,,,,,,,527.0,,,,,,,,
518,165,14,,,,,,,,,,,,527.0,,,,,,,,
519,165,14,,,,,,,,,,,,527.0,,,,,,,,
520,161,12,,,,,,,,,,,,536.0,,,,,,,,
521,161,12,,,,,,,,,,,,536.0,,,,,,,,
522,163,12,,,,,,,,,,,,538.0,,,,,,,,
523,163,12,,,,,,,,,,,,538.0,,,,,,,,
524,163,12,,,,,,,,,,,,538.0,,,,,,,,
525,164,12,,,,,,,,,,,,539.0,,,,,,,,
526,165,12,,,,,,,,,,,,539.0,,,,,,,,
527,165,12,,,,,,,,,,,,539.0,,,,,,,,
528,165,12,,,,,,,,,,,,541.0,,,,,,,,
529,165,12,,,,,,,,,,,,541.0,,,,,,,,
530,165,12,,,,,,,,,,,,542.0,,,,,,,,
531,164,12,,,,,,,,,,,,545.0,,,,,,,,
532,165,12,,,,,,,,,,,,544.0,,,,,,,,
533,165,12,,,,,,,,,,,,544.0,,,,,,,,
534,164,10,,,,,,,,,,,,548.0,,,,,,,,
535,164,10,,,,,,,,,,,,548.0,,,,,,,,
536,164,10,,,,,,,,,,,,551.0,,,,,,,,
537,164,10,,,,,,,,,,,,552.0,,,,,,,,
538,164,10,,,,,,,,,,,,552.0,,,,,,,,
539,164,10,,,,,,,,,,,,551.0,,,,,,,,
540,162,10,,,,,,,,,,,,566.0,,,,,,,,
541,162,10,,,,,,,,,,,,566.0,,,,,,,,
542,162,10,,,,,,,,,,,,567.0,,,,,,,,
543,163,10,,,,,,,,,,,,567.0,,,,,,,,
544,162,8,,,,,,,,,,,,574.0,,,,,,,,
545,162,8,,,,,,,,,,,,574.0,,,,,,,,
546,162,8,,,,,,,,,,,,577.0,,,,,,,,
547,161,8,,,,,,,,,,,,577.0,,,,,,,,
548,161,8,,,,,,,,,,,,578.0,,,,,,,,
549,161,8,,,,,,,,,,,,578.0,,,,,,,,
550,160,8,,,,,,,,,,,,579.0,,,,,,,,
551,160,8,,,,,,,,,,,,579.0,,,,,,,,
552,158,8,,,,,,,,,,,,589.0,,,,,,,,
553,158,8,,,,,,,,,,,,589.0,,,,,,,,
554,158,8,,,,,,,,,,,,589.0,,,,,,,,
555,158,8,,,,,,,,,,,,589.0,,,,,,,,
556,160,8,,,,,,,,,,,,590.0,,,,,,,,
557,160,8,,,,,,,,,,,,590.0,,,,,,,,
558,161,8,,,,,,,,,,,,590.0,,,,,,,,
559,161,8,,,,,,,,,,,,590.0,,,,,,,,
560,160,8,,,,,,,,,,,,602.0,,,,,,,,
561,160,8,,,,,,,,,,,,602.0,,,,,,,,
562,160,8,,,,,,,,,,,,602.0,,,,,,,,
563,160,8,,,,,,,,,,,,602.0,,,,,,,,
564,161,8,,,,,,,,,,,,602.0,,,,,,,,
565,161,8,,,,,,,,,,,,603.0,,,,,,,,
566,162,8,,,,,,,,,,,,601.0,,,,,,,,
567,163,8,,,,,,,,,,,,601.0,,,,,,,,
568,164,8,,,,,,,,,,,,601.0,,,,,,,,
569,164,8,,,,,,,,,,,,601.0,,,,,,,,
570,161,8,,,,,,,,,,,,614.0,,,,,,,,
571,161,8,,,,,,,,,,,,614.0,,,,,,,,
572,161,8,,,,,,,,,,,,613.0,,,,,,,,
573,161,8,,,,,,,,,,,,613.0,,,,,,,,
574,161,8,,,,,,,,,,,,613.0,,,,,,,,
575,161,8,,,,,,,,,,,,613.0,,,,,,,,
576,163,8,,,,,,,,,,,,,617.0,,,,,,,
577,163,8,,,,,,,,,,,,,617.0,,,,,,,
578,163,8,,,,,,,,,,,,,617.0,,,,,,,
579,163,8,,,,,,,,,,,,,617.0,,,,,,,
580,163,8,,,,,,,,,,,,,621.0,,,,,,,
581,163,8,,,,,,,,,,,,,621.0,,,,,,,
582,165,8,,,,,,,,,,,,,621.0,,,,,,,
583,165,8,,,,,,,,,,,,,621.0,,,,,,,
584,165,8,,,,,,,,,,,,,621.0,,,,,,,
585,165,8,,,,,,,,,,,,,621.0,,,,,,,
586,165,8,,,,,,,,,,,,,621.0,,,,,,,
587,165,8,,,,,,,,,,,,,621.0,,,,,,,
588,164,8,,,,,,,,,,,,,626.0,,,,,,,
589,164,8,,,,,,,,,,,,,626.0,,,,,,,
590,165,8,,,,,,,,,,,,,626.0,,,,,,,
591,165,8,,,,,,,,,,,,,626.0,,,,,,,
592,162,8,,,,,,,,,,,,,633.0,,,,,,,
593,162,8,,,,,,,,,,,,,633.0,,,,,,,
594,162,8,,,,,,,,,,,,,639.0,,,,,,,
595,163,8,,,,,,,,,,,,,637.0,,,,,,,
596,163,8,,,,,,,,,,,,,637.0,,,,,,,
597,163,8,,,,,,,,,,,,,637.0,,,,,,,
598,163,8,,,,,,,,,,,,,637.0,,,,,,,
599,163,8,,,,,,,,,,,,,637.0,,,,,,,
600,165,8,,,,,,,,,,,,,638.0,,,,,,,
601,165,8,,,,,,,,,,,,,638.0,,,,,,,
602,166,8,,,,,,,,,,,,,638.0,,,,,,,
603,166,8,,,,,,,,,,,,,639.0,,,,,,,
604,166,8,,,,,,,,,,,,,639.0,,,,,,,
605,166,8,,,,,,,,,,,,,639.0,,,,,,,
606,166,8,,,,,,,,,,,,,639.0,,,,,,,
607,166,8,,,,,,,,,,,,,639.0,,,,,,,
608,166,8,,,,,,,,,,,,,639.0,,,,,,,
609,166,8,,,,,,,,,,,,,639.0,,,,,,,
610,166,10,,,,,,,,,,,,,639.0,,,,,,,
611,166,10,,,,,,,,,,,,,639.0,,,,,,,
612,167,10,,,,,,,,,,,,,639.0,,,,,,,
613,167,10,,,,,,,,,,,,,639.0,,,,,,,
614,172,12,,,,,,,,,,,,,633.0,,,,,,,
615,172,12,,,,,,,,,,,,,633.0,,,,,,,
616,169,12,,,,,,,,,,,,,639.0,,,,,,,
617,169,12,,,,,,,,,,,,,639.0,,,,,,,
618,169,12,,,,,,,,,,,,,639.0,,,,,,,
619,169,12,,,,,,,,,,,,,639.0,,,,,,,
620,169,12,,,,,,,,,,,,,639.0,,,,,,,
621,169,12,,,,,,,,,,,,,639.0,,,,,,,
622,170,12,,,,,,,,,,,,,639.0,,,,,,,
623,170,12,,,,,,,,,,,,,639.0,,,,,,,
624,170,12,,,,,,,,,,,,,640.0,,,,,,,
625,170,12,,,,,,,,,,,,,640.0,,,,,,,
626,170,12,,,,,,,,,,,,,641.0,,,,,,,
627,170,12,,,,,,,,,,,,,641.0,,,,,,,
628,171,12,,,,,,,,,,,,,641.0,,,,,,,
629,171,12,,,,,,,,,,,,,640.0,,,,,,,
630,170,12,,,,,,,,,,,,,645.0,,,,,,,
631,170,12,,,,,,,,,,,,,645.0,,,,,,,
632,171,12,,,,,,,,,,,,,645.0,,,,,,,
633,171,12,,,,,,,,,,,,,645.0,,,,,,,
634,171,12,,,,,,,,,,,,,645.0,,,,,,,
635,171,12,,,,,,,,,,,,,645.0,,,,,,,
636,173,12,,,,,,,,,,,,,646.0,,,,,,,
637,171,12,,,,,,,,,,,,,649.0,,,,,,,
638,171,12,,,,,,,,,,,,,649.0,,,,,,,
639,171,12,,,,,,,,,,,,,650.0,,,,,,,
640,173,12,,,,,,,,,,,,,652.0,,,,,,,
641,173,12,,,,,,,,,,,,,652.0,,,,,,,
642,174,12,,,,,,,,,,,,,652.0,,,,,,,
643,174,12,,,,,,,,,,,,,652.0,,,,,,,
644,174,12,,,,,,,,,,,,,652.0,,,,,,,
645,174,12,,,,,,,,,,,,,652.0,,,,,,,
646,174,12,,,,,,,,,,,,,652.0,,,,,,,
647,174,12,,,,,,,,,,,,,652.0,,,,,,,
648,174,12,,,,,,,,,,,,,658.0,,,,,,,
649,174,12,,,,,,,,,,,,,658.0,,,,,,,
650,174,12,,,,,,,,,,,,,658.0,,,,,,,
651,174,12,,,,,,,,,,,,,658.0,,,,,,,
652,174,12,,,,,,,,,,,,,661.0,,,,,,,
653,174,12,,,,,,,,,,,,,661.0,,,,,,,
654,174,12,,,,,,,,,,,,,661.0,,,,,,,
655,174,12,,,,,,,,,,,,,661.0,,,,,,,
656,175,12,,,,,,,,,,,,,662.0,,,,,,,
657,175,12,,,,,,,,,,,,,662.0,,,,,,,
658,175,12,,,,,,,,,,,,,662.0,,,,,,,
659,175,12,,,,,,,,,,,,,662.0,,,,,,,
660,175,12,,,,,,,,,,,,,668.0,,,,,,,
661,175,12,,,,,,,,,,,,,668.0,,,,,,,
662,176,12,,,,,,,,,,,,,668.0,,,,,,,
663,176,12,,,,,,,,,,,,,668.0,,,,,,,
664,176,12,,,,,,,,,,,,,669.0,,,,,,,
665,173,12,,,,,,,,,,,,,673.0,,,,,,,
666,173,12,,,,,,,,,,,,,673.0,,,,,,,
667,173,12,,,,,,,,,,,,,673.0,,,,,,,
668,174,12,,,,,,,,,,,,,673.0,,,,,,,
669,174,12,,,,,,,,,,,,,673.0,,,,,,,
670,174,12,,,,,,,,,,,,,673.0,,,,,,,
671,174,12,,,,,,,,,,,,,672.0,,,,,,,
672,174,12,,,,,,,,,,,,,675.0,,,,,,,
673,174,12,,,,,,,,,,,,,675.0,,,,,,,
674,174,12,,,,,,,,,,,,,675.0,,,,,,,
675,176,12,,,,,,,,,,,,,676.0,,,,,,,
676,176,12,,,,,,,,,,,,,677.0,,,,,,,
677,176,12,,,,,,,,,,,,,677.0,,,,,,,
678,176,12,,,,,,,,,,,,,679.0,,,,,,,
679,176,12,,,,,,,,,,,,,679.0,,,,,,,
680,177,12,,,,,,,,,,,,,680.0,,,,,,,
681,176,12,,,,,,,,,,,,,682.0,,,,,,,
682,178,12,,,,,,,,,,,,,682.0,,,,,,,
683,178,12,,,,,,,,,,,,,682.0,,,,,,,
684,179,12,,,,,,,,,,,,,684.0,,,,,,,
685,180,12,,,,,,,,,,,,,684.0,,,,,,,
686,183,12,,,,,,,,,,,,,684.0,,,,,,,
687,183,12,,,,,,,,,,,,,684.0,,,,,,,
688,184,10,,,,,,,,,,,,,687.0,,,,,,,
689,184,10,,,,,,,,,,,,,687.0,,,,,,,
690,185,10,,,,,,,,,,,,,687.0,,,,,,,
691,185,10,,,,,,,,,,,,,687.0,,,,,,,
692,186,10,,,,,,,,,,,,,689.0,,,,,,,
693,186,10,,,,,,,,,,,,,689.0,,,,,,,
694,186,10,,,,,,,,,,,,,689.0,,,,,,,
695,186,10,,,,,,,,,,,,,689.0,,,,,,,
696,186,10,,,,,,,,,,,,,691.0,,,,,,,
697,186,10,,,,,,,,,,,,,691.0,,,,,,,
698,186,10,,,,,,,,,,,,,691.0,,,,,,,
699,186,10,,,,,,,,,,,,,690.0,,,,,,,
700,186,10,,,,,,,,,,,,,692.0,,,,,,,
701,186,10,,,,,,,,,,,,,692.0,,,,,,,
702,187,10,,,,,,,,,,,,,692.0,,,,,,,
703,187,10,,,,,,,,,,,,,692.0,,,,,,,
704,186,10,,,,,,,,,,,,,696.0,,,,,,,
705,186,10,,,,,,,,,,,,,696.0,,,,,,,
706,186,10,,,,,,,,,,,,,696.0,,,,,,,
707,186,10,,,,,,,,,,,,,696.0,,,,,,,
708,189,10,,,,,,,,,,,,,696.0,,,,,,,
709,189,10,,,,,,,,,,,,,696.0,,,,,,,
710,190,10,,,,,,,,,,,,,700.0,,,,,,,
711,188,10,,,,,,,,,,,,,703.0,,,,,,,
712,190,10,,,,,,,,,,,,,703.0,,,,,,,
713,190,10,,,,,,,,,,,,,703.0,,,,,,,
714,190,10,,,,,,,,,,,,,705.0,,,,,,,
715,191,10,,,,,,,,,,,,,705.0,,,,,,,
716,192,10,,,,,,,,,,,,,706.0,,,,,,,
717,192,10,,,,,,,,,,,,,706.0,,,,,,,
718,193,10,,,,,,,,,,,,,705.0,,,,,,,
719,193,10,,,,,,,,,,,,,705.0,,,,,,,
720,194,10,,,,,,,,,,,,,709.0,,,,,,,
721,194,10,,,,,,,,,,,,,709.0,,,,,,,
722,194,10,,,,,,,,,,,,,709.0,,,,,,,
723,194,10,,,,,,,,,,,,,709.0,,,,,,,
724,194,10,,,,,,,,,,,,,709.0,,,,,,,
725,194,10,,,,,,,,,,,,,709.0,,,,,,,
726,194,10,,,,,,,,,,,,,710.0,,,,,,,
727,195,10,,,,,,,,,,,,,708.0,,,,,,,
728,195,10,,,,,,,,,,,,,708.0,,,,,,,
729,195,10,,,,,,,,,,,,,708.0,,,,,,,
730,195,10,,,,,,,,,,,,,711.0,,,,,,,
731,195,10,,,,,,,,,,,,,711.0,,,,,,,
732,196,10,,,,,,,,,,,,,712.0,,,,,,,
733,196,10,,,,,,,,,,,,,712.0,,,,,,,
734,196,10,,,,,,,,,,,,,712.0,,,,,,,
735,200,10,,,,,,,,,,,,,710.0,,,,,,,
736,200,10,,,,,,,,,,,,,710.0,,,,,,,
737,200,10,,,,,,,,,,,,,710.0,,,,,,,
738,200,10,,,,,,,,,,,,,711.0,,,,,,,
739,200,10,,,,,,,,,,,,,711.0,,,,,,,
740,200,10,,,,,,,,,,,,,712.0,,,,,,,
741,200,10,,,,,,,,,,,,,712.0,,,,,,,
742,200,10,,,,,,,,,,,,,712.0,,,,,,,
743,200,10,,,,,,,,,,,,,712.0,,,,,,,
744,200,10,,,,,,,,,,,,,711.0,,,,,,,
745,201,10,,,,,,,,,,,,,711.0,,,,,,,
746,200,10,,,,,,,,,,,,,711.0,,,,,,,
747,200,10,,,,,,,,,,,,,711.0,,,,,,,
748,200,10,,,,,,,,,,,,,711.0,,,,,,,
749,200,10,,,,,,,,,,,,,711.0,,,,,,,
750,199,12,,,,,,,,,,,,,714.0,,,,,,,
751,199,12,,,,,,,,,,,,,714.0,,,,,,,
752,199,12,,,,,,,,,,,,,714.0,,,,,,,
753,199,12,,,,,,,,,,,,,714.0,,,,,,,
754,199,12,,,,,,,,,,,,,714.0,,,,,,,
755,199,12,,,,,,,,,,,,,714.0,,,,,,,
756,199,12,,,,,,,,,,,,,715.0,,,,,,,
757,199,12,,,,,,,,,,,,,715.0,,,,,,,
758,199,12,,,,,,,,,,,,,715.0,,,,,,,
759,199,12,,,,,,,,,,,,,715.0,,,,,,,
760,197,12,,,,,,,,,,,,,719.0,,,,,,,
761,197,12,,,,,,,,,,,,,719.0,,,,,,,
762,193,12,,,,,,,,,,,,,724.0,,,,,,,
763,193,12,,,,,,,,,,,,,724.0,,,,,,,
764,193,12,,,,,,,,,,,,,724.0,,,,,,,
765,193,12,,,,,,,,,,,,,724.0,,,,,,,
766,193,12,,,,,,,,,,,,,724.0,,,,,,,
767,193,12,,,,,,,,,,,,,724.0,,,,,,,
768,194,12,,,,,,,,,,,,,725.0,,,,,,,
769,194,12,,,,,,,,,,,,,725.0,,,,,,,
770,194,12,,,,,,,,,,,,,726.0,,,,,,,
771,194,12,,,,,,,,,,,,,726.0,,,,,,,
772,195,12,,,,,,,,,,,,,726.0,,,,,,,
773,197,12,,,,,,,,,,,,,723.0,,,,,,,
774,197,12,,,,,,,,,,,,,723.0,,,,,,,
775,198,12,,,,,,,,,,,,,723.0,,,,,,,
776,198,12,,,,,,,,,,,,,728.0,,,,,,,
777,198,12,,,,,,,,,,,,,729.0,,,,,,,
778,198,12,,,,,,,,,,,,,729.0,,,,,,,
779,198,12,,,,,,,,,,,,,729.0,,,,,,,
780,202,12,,,,,,,,,,,,,728.0,,,,,,,
781,202,12,,,,,,,,,,,,,728.0,,,,,,,
782,201,12,,,,,,,,,,,,,728.0,,,,,,,
783,201,12,,,,,,,,,,,,,728.0,,,,,,,
784,202,12,,,,,,,,,,,,,728.0,,,,,,,
785,202,12,,,,,,,,,,,,,728.0,,,,,,,
786,202,12,,,,,,,,,,,,,728.0,,,,,,,
787,202,12,,,,,,,,,,,,,728.0,,,,,,,
788,202,12,,,,,,,,,,,,,729.0,,,,,,,
789,202,12,,,,,,,,,,,,,729.0,,,,,,,
790,202,12,,,,,,,,,,,,,729.0,,,,,,,
791,202,12,,,,,,,,,,,,,729.0,,,,,,,
792,204,12,,,,,,,,,,,,,729.0,,,,,,,
793,204,12,,,,,,,,,,,,,729.0,,,,,,,
794,204,12,,,,,,,,,,,,,729.0,,,,,,,
795,204,12,,,,,,,,,,,,,730.0,,,,,,,
796,204,12,,,,,,,,,,,,,729.0,,,,,,,
797,204,12,,,,,,,,,,,,,729.0,,,,,,,
798,206,12,,,,,,,,,,,,,729.0,,,,,,,
799,206,12,,,,,,,,,,,,,729.0,,,,,,,
800,206,12,,,,,,,,,,,,,729.0,,,,,,,
801,207,12,,,,,,,,,,,,,729.0,,,,,,,
802,207,12,,,,,,,,,,,,,729.0,,,,,,,
803,207,12,,,,,,,,,,,,,729.0,,,,,,,
804,206,12,,,,,,,,,,,,,731.0,,,,,,,
805,206,12,,,,,,,,,,,,,731.0,,,,,,,
806,206,12,,,,,,,,,,,,,731.0,,,,,,,
807,206,12,,,,,,,,,,,,,731.0,,,,,,,
808,206,12,,,,,,,,,,,,,730.0,,,,,,,
809,206,12,,,,,,,,,,,,,730.0,,,,,,,
810,203,14,,,,,,,,,,,,,736.0,,,,,,,
811,203,14,,,,,,,,,,,,,736.0,,,,,,,
812,203,14,,,,,,,,,,,,,739.0,,,,,,,
813,204,14,,,,,,,,,,,,,740.0,,,,,,,
814,204,14,,,,,,,,,,,,,740.0,,,,,,,
815,204,14,,,,,,,,,,,,,741.0,,,,,,,
816,205,14,,,,,,,,,,,,,743.0,,,,,,,
817,205,14,,,,,,,,,,,,,743.0,,,,,,,
818,205,14,,,,,,,,,,,,,743.0,,,,,,,
819,205,14,,,,,,,,,,,,,743.0,,,,,,,
820,208,14,,,,,,,,,,,,,743.0,,,,,,,
821,208,14,,,,,,,,,,,,,743.0,,,,,,,
822,208,14,,,,,,,,,,,,,743.0,,,,,,,
823,208,14,,,,,,,,,,,,,743.0,,,,,,,
824,208,14,,,,,,,,,,,,,745.0,,,,,,,
825,208,14,,,,,,,,,,,,,745.0,,,,,,,
826,208,14,,,,,,,,,,,,,746.0,,,,,,,
827,208,14,,,,,,,,,,,,,746.0,,,,,,,
828,208,14,,,,,,,,,,,,,751.0,,,,,,,
829,208,14,,,,,,,,,,,,,751.0,,,,,,,
830,208,14,,,,,,,,,,,,,751.0,,,,,,,
831,208,14,,,,,,,,,,,,,751.0,,,,,,,
832,209,14,,,,,,,,,,,,,749.0,,,,,,,
833,209,14,,,,,,,,,,,,,749.0,,,,,,,
834,209,14,,,,,,,,,,,,,749.0,,,,,,,
835,209,14,,,,,,,,,,,,,749.0,,,,,,,
836,209,14,,,,,,,,,,,,,749.0,,,,,,,
837,212,14,,,,,,,,,,,,,750.0,,,,,,,
838,212,14,,,,,,,,,,,,,750.0,,,,,,,
839,212,14,,,,,,,,,,,,,750.0,,,,,,,
840,212,14,,,,,,,,,,,,,753.0,,,,,,,
841,212,14,,,,,,,,,,,,,753.0,,,,,,,
842,212,14,,,,,,,,,,,,,753.0,,,,,,,
843,212,14,,,,,,,,,,,,,753.0,,,,,,,
844,212,14,,,,,,,,,,,,,753.0,,,,,,,
845,212,14,,,,,,,,,,,,,753.0,,,,,,,
846,213,14,,,,,,,,,,,,,754.0,,,,,,,
847,213,14,,,,,,,,,,,,,754.0,,,,,,,
848,214,14,,,,,,,,,,,,,754.0,,,,,,,
849,214,14,,,,,,,,,,,,,754.0,,,,,,,
850,214,14,,,,,,,,,,,,,754.0,,,,,,,
851,214,14,,,,,,,,,,,,,754.0,,,,,,,
852,210,14,,,,,,,,,,,,,762.0,,,,,,,
853,210,14,,,,,,,,,,,,,762.0,,,,,,,
854,210,14,,,,,,,,,,,,,762.0,,,,,,,
855,209,14,,,,,,,,,,,,,764.0,,,,,,,
856,210,14,,,,,,,,,,,,,766.0,,,,,,,
857,210,14,,,,,,,,,,,,,766.0,,,,,,,
858,210,14,,,,,,,,,,,,,766.0,,,,,,,
859,210,14,,,,,,,,,,,,,765.0,,,,,,,
860,210,14,,,,,,,,,,,,,765.0,,,,,,,
861,209,14,,,,,,,,,,,,,765.0,,,,,,,
862,209,14,,,,,,,,,,,,,765.0,,,,,,,
863,209,14,,,,,,,,,,,,,765.0,,,,,,,
864,210,14,,,,,,,,,,,,,766.0,,,,,,,
865,210,14,,,,,,,,,,,,,766.0,,,,,,,
866,210,14,,,,,,,,,,,,,766.0,,,,,,,
867,211,14,,,,,,,,,,,,,766.0,,,,,,,
868,209,14,,,,,,,,,,,,,774.0,,,,,,,
869,209,14,,,,,,,,,,,,,774.0,,,,,,,
870,210,14,,,,,,,,,,,,,774.0,,,,,,,
871,210,14,,,,,,,,,,,,,774.0,,,,,,,
872,210,14,,,,,,,,,,,,,776.0,,,,,,,
873,210,14,,,,,,,,,,,,,778.0,,,,,,,
874,210,14,,,,,,,,,,,,,778.0,,,,,,,
875,211,14,,,,,,,,,,,,,779.0,,,,,,,
876,210,14,,,,,,,,,,,,,787.0,,,,,,,
877,210,14,,,,,,,,,,,,,787.0,,,,,,,
878,210,14,,,,,,,,,,,,,787.0,,,,,,,
879,210,14,,,,,,,,,,,,,789.0,,,,,,,
880,212,14,,,,,,,,,,,,,791.0,,,,,,,
881,212,14,,,,,,,,,,,,,791.0,,,,,,,
882,212,14,,,,,,,,,,,,,791.0,,,,,,,
883,212,14,,,,,,,,,,,,,791.0,,,,,,,
884,213,14,,,,,,,,,,,,,792.0,,,,,,,
885,214,14,,,,,,,,,,,,,792.0,,,,,,,
886,213,14,,,,,,,,,,,,,792.0,,,,,,,
887,213,14,,,,,,,,,,,,,792.0,,,,,,,
888,214,14,,,,,,,,,,,,,792.0,,,,,,,
889,214,14,,,,,,,,,,,,,792.0,,,,,,,
890,215,14,,,,,,,,,,,,,792.0,,,,,,,
891,215,14,,,,,,,,,,,,,792.0,,,,,,,
892,214,14,,,,,,,,,,,,,794.0,,,,,,,
893,214,14,,,,,,,,,,,,,794.0,,,,,,,
894,212,14,,,,,,,,,,,,,799.0,,,,,,,
895,212,14,,,,,,,,,,,,,798.0,,,,,,,
896,214,14,,,,,,,,,,,,,799.0,,,,,,,
897,214,14,,,,,,,,,,,,,799.0,,,,,,,
898,214,14,,,,,,,,,,,,,799.0,,,,,,,
899,214,14,,,,,,,,,,,,,799.0,,,,,,,
900,214,14,,,,,,,,,,,,,802.0,,,,,,,
901,214,14,,,,,,,,,,,,,802.0,,,,,,,
902,214,14,,,,,,,,,,,,,802.0,,,,,,,
903,214,14,,,,,,,,,,,,,802.0,,,,,,,
904,215,14,,,,,,,,,,,,,803.0,,,,,,,
905,215,14,,,,,,,,,,,,,803.0,,,,,,,
906,216,14,,,,,,,,,,,,,803.0,,,,,,,
907,216,14,,,,,,,,,,,,,803.0,,,,,,,
908,216,14,,,,,,,,,,,,,803.0,,,,,,,
909,216,14,,,,,,,,,,,,,803.0,,,,,,,
910,215,14,,,,,,,,,,,,,806.0,,,,,,,
911,215,14,,,,,,,,,,,,,806.0,,,,,,,
912,217,14,,,,,,,,,,,,,809.0,,,,,,,
913,217,14,,,,,,,,,,,,,808.0,,,,,,,
914,217,14,,,,,,,,,,,,,808.0,,,,,,,
915,217,14,,,,,,,,,,,,,808.0,,,,,,,
916,217,14,,,,,,,,,,,,,809.0,,,,,,,
917,215,12,,,,,,,,,,,,,814.0,,,,,,,
918,215,12,,,,,,,,,,,,,815.0,,,,,,,
919,215,12,,,,,,,,,,,,,815.0,,,,,,,
920,216,12,,,,,,,,,,,,,817.0,,,,,,,
921,217,12,,,,,,,,,,,,,817.0,,,,,,,
922,217,12,,,,,,,,,,,,,817.0,,,,,,,
923,217,12,,,,,,,,,,,,,817.0,,,,,,,
924,217,12,,,,,,,,,,,,,820.0,,,,,,,
925,217,12,,,,,,,,,,,,,821.0,,,,,,,
926,217,12,,,,,,,,,,,,,821.0,,,,,,,
927,217,12,,,,,,,,,,,,,821.0,,,,,,,
928,217,12,,,,,,,,,,,,,821.0,,,,,,,
929,217,12,,,,,,,,,,,,,821.0,,,,,,,
930,217,12,,,,,,,,,,,,,822.0,,,,,,,
931,214,10,,,,,,,,,,,,,828.0,,,,,,,
932,215,10,,,,,,,,,,,,,829.0,,,,,,,
933,215,10,,,,,,,,,,,,,829.0,,,,,,,
934,215,10,,,,,,,,,,,,,828.0,,,,,,,
935,215,10,,,,,,,,,,,,,828.0,,,,,,,
936,216,10,,,,,,,,,,,,,835.0,,,,,,,
937,216,10,,,,,,,,,,,,,835.0,,,,,,,
938,216,10,,,,,,,,,,,,,835.0,,,,,,,
939,216,10,,,,,,,,,,,,,838.0,,,,,,,
940,215,10,,,,,,,,,,,,,840.0,,,,,,,
941,215,10,,,,,,,,,,,,,840.0,,,,,,,
942,215,10,,,,,,,,,,,,,840.0,,,,,,,
943,215,10,,,,,,,,,,,,,840.0,,,,,,,
944,216,10,,,,,,,,,,,,,840.0,,,,,,,
945,218,10,,,,,,,,,,,,,840.0,,,,,,,
946,218,10,,,,,,,,,,,,,840.0,,,,,,,
947,218,10,,,,,,,,,,,,,840.0,,,,,,,
948,218,10,,,,,,,,,,,,,841.0,,,,,,,
949,218,10,,,,,,,,,,,,,841.0,,,,,,,
950,218,10,,,,,,,,,,,,,842.0,,,,,,,
951,218,10,,,,,,,,,,,,,842.0,,,,,,,
952,218,10,,,,,,,,,,,,,844.0,,,,,,,
953,218,10,,,,,,,,,,,,,844.0,,,,,,,
954,217,10,,,,,,,,,,,,,848.0,,,,,,,
955,217,10,,,,,,,,,,,,,849.0,,,,,,,
956,218,10,,,,,,,,,,,,,849.0,,,,,,,
957,218,10,,,,,,,,,,,,,849.0,,,,,,,
958,218,10,,,,,,,,,,,,,848.0,,,,,,,
959,218,10,,,,,,,,,,,,,848.0,,,,,,,
960,219,10,,,,,,,,,,,,,852.0,,,,,,,
961,219,10,,,,,,,,,,,,,852.0,,,,,,,
962,219,10,,,,,,,,,,,,,852.0,,,,,,,
