day_counter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
517,175,15,,,,,,,,,,,,527.0,,,,,,
518,176,15,,,,,,,,,,,,527.0,,,,,,
519,177,15,,,,,,,,,,,,525.0,,,,,,
520,173,15,,,,,,,,,,,,532.0,,,,,,
521,173,15,,,,,,,,,,,,532.0,,,,,,
522,175,15,,,,,,,,,,,,534.0,,,,,,
523,175,15,,,,,,,,,,,,534.0,,,,,,
524,175,15,,,,,,,,,,,,534.0,,,,,,
525,176,15,,,,,,,,,,,,535.0,,,,,,
526,177,15,,,,,,,,,,,,536.0,,,,,,
527,177,15,,,,,,,,,,,,536.0,,,,,,
528,178,15,,,,,,,,,,,,537.0,,,,,,
529,178,15,,,,,,,,,,,,537.0,,,,,,
530,178,15,,,,,,,,,,,,538.0,,,,,,
531,177,13,,,,,,,,,,,,543.0,,,,,,
532,178,13,,,,,,,,,,,,543.0,,,,,,
533,178,13,,,,,,,,,,,,543.0,,,,,,
534,178,13,,,,,,,,,,,,545.0,,,,,,
535,178,13,,,,,,,,,,,,544.0,,,,,,
536,177,13,,,,,,,,,,,,548.0,,,,,,
537,177,13,,,,,,,,,,,,549.0,,,,,,
538,177,13,,,,,,,,,,,,549.0,,,,,,
539,177,13,,,,,,,,,,,,549.0,,,,,,
540,173,13,,,,,,,,,,,,,566.0,,,,,
541,173,13,,,,,,,,,,,,,566.0,,,,,
542,173,13,,,,,,,,,,,,,567.0,,,,,
543,174,13,,,,,,,,,,,,,567.0,,,,,
544,172,13,,,,,,,,,,,,,573.0,,,,,
545,172,13,,,,,,,,,,,,,573.0,,,,,
546,170,13,,,,,,,,,,,,,578.0,,,,,
547,170,13,,,,,,,,,,,,,578.0,,,,,
548,170,13,,,,,,,,,,,,,579.0,,,,,
549,170,13,,,,,,,,,,,,,579.0,,,,,
550,170,13,,,,,,,,,,,,,580.0,,,,,
551,170,13,,,,,,,,,,,,,580.0,,,,,
552,170,13,,,,,,,,,,,,,588.0,,,,,
553,170,13,,,,,,,,,,,,,588.0,,,,,
554,171,13,,,,,,,,,,,,,586.0,,,,,
555,171,13,,,,,,,,,,,,,586.0,,,,,
556,173,11,,,,,,,,,,,,,589.0,,,,,
557,173,11,,,,,,,,,,,,,589.0,,,,,
558,174,11,,,,,,,,,,,,,589.0,,,,,
559,174,11,,,,,,,,,,,,,589.0,,,,,
560,172,11,,,,,,,,,,,,,602.0,,,,,
561,172,11,,,,,,,,,,,,,602.0,,,,,
562,172,11,,,,,,,,,,,,,602.0,,,,,
563,172,11,,,,,,,,,,,,,602.0,,,,,
564,173,11,,,,,,,,,,,,,602.0,,,,,
565,173,11,,,,,,,,,,,,,603.0,,,,,
566,173,11,,,,,,,,,,,,,603.0,,,,,
567,174,11,,,,,,,,,,,,,603.0,,,,,
568,175,11,,,,,,,,,,,,,603.0,,,,,
569,175,11,,,,,,,,,,,,,603.0,,,,,
570,173,11,,,,,,,,,,,,,615.0,,,,,
571,173,11,,,,,,,,,,,,,615.0,,,,,
572,173,11,,,,,,,,,,,,,615.0,,,,,
573,173,11,,,,,,,,,,,,,615.0,,,,,
574,173,11,,,,,,,,,,,,,615.0,,,,,
575,173,11,,,,,,,,,,,,,615.0,,,,,
576,174,11,,,,,,,,,,,,,619.0,,,,,
577,174,11,,,,,,,,,,,,,619.0,,,,,
578,174,11,,,,,,,,,,,,,619.0,,,,,
579,174,11,,,,,,,,,,,,,619.0,,,,,
580,172,11,,,,,,,,,,,,,625.0,,,,,
581,172,11,,,,,,,,,,,,,625.0,,,,,
582,174,11,,,,,,,,,,,,,625.0,,,,,
583,174,11,,,,,,,,,,,,,625.0,,,,,
584,174,11,,,,,,,,,,,,,625.0,,,,,
585,174,11,,,,,,,,,,,,,625.0,,,,,
586,174,11,,,,,,,,,,,,,625.0,,,,,
587,174,11,,,,,,,,,,,,,625.0,,,,,
588,173,11,,,,,,,,,,,,,630.0,,,,,
589,173,11,,,,,,,,,,,,,630.0,,,,,
590,174,11,,,,,,,,,,,,,630.0,,,,,
591,174,11,,,,,,,,,,,,,630.0,,,,,
592,174,11,,,,,,,,,,,,,633.0,,,,,
593,174,11,,,,,,,,,,,,,633.0,,,,,
594,173,11,,,,,,,,,,,,,640.0,,,,,
595,173,11,,,,,,,,,,,,,640.0,,,,,
596,173,11,,,,,,,,,,,,,640.0,,,,,
597,173,11,,,,,,,,,,,,,640.0,,,,,
598,173,11,,,,,,,,,,,,,640.0,,,,,
599,173,11,,,,,,,,,,,,,639.0,,,,,
600,175,11,,,,,,,,,,,,,640.0,,,,,
601,175,11,,,,,,,,,,,,,640.0,,,,,
602,177,11,,,,,,,,,,,,,638.0,,,,,
603,177,11,,,,,,,,,,,,,639.0,,,,,
604,177,11,,,,,,,,,,,,,639.0,,,,,
605,177,11,,,,,,,,,,,,,639.0,,,,,
606,177,11,,,,,,,,,,,,,639.0,,,,,
607,177,11,,,,,,,,,,,,,639.0,,,,,
608,177,11,,,,,,,,,,,,,639.0,,,,,
609,177,11,,,,,,,,,,,,,639.0,,,,,
610,178,11,,,,,,,,,,,,,640.0,,,,,
611,178,11,,,,,,,,,,,,,640.0,,,,,
612,179,11,,,,,,,,,,,,,640.0,,,,,
613,179,11,,,,,,,,,,,,,639.0,,,,,
614,180,11,,,,,,,,,,,,,640.0,,,,,
615,180,11,,,,,,,,,,,,,640.0,,,,,
616,178,11,,,,,,,,,,,,,645.0,,,,,
617,178,11,,,,,,,,,,,,,645.0,,,,,
618,178,11,,,,,,,,,,,,,645.0,,,,,
619,178,11,,,,,,,,,,,,,645.0,,,,,
620,178,11,,,,,,,,,,,,,644.0,,,,,
621,178,11,,,,,,,,,,,,,644.0,,,,,
622,179,11,,,,,,,,,,,,,644.0,,,,,
623,179,11,,,,,,,,,,,,,644.0,,,,,
624,179,11,,,,,,,,,,,,,645.0,,,,,
625,179,11,,,,,,,,,,,,,645.0,,,,,
626,179,11,,,,,,,,,,,,,646.0,,,,,
627,179,11,,,,,,,,,,,,,646.0,,,,,
628,180,11,,,,,,,,,,,,,645.0,,,,,
629,180,11,,,,,,,,,,,,,645.0,,,,,
630,178,11,,,,,,,,,,,,,651.0,,,,,
631,178,11,,,,,,,,,,,,,651.0,,,,,
632,179,11,,,,,,,,,,,,,651.0,,,,,
633,179,11,,,,,,,,,,,,,651.0,,,,,
634,179,11,,,,,,,,,,,,,650.0,,,,,
635,179,11,,,,,,,,,,,,,650.0,,,,,
636,180,13,,,,,,,,,,,,,651.0,,,,,
637,178,13,,,,,,,,,,,,,,654.0,,,,
638,177,13,,,,,,,,,,,,,,654.0,,,,
639,177,13,,,,,,,,,,,,,,,655.0,,,
640,179,13,,,,,,,,,,,,,,,657.0,,,
641,179,13,,,,,,,,,,,,,,,657.0,,,
642,180,13,,,,,,,,,,,,,,,657.0,,,
643,180,13,,,,,,,,,,,,,,,657.0,,,
644,180,13,,,,,,,,,,,,,,,657.0,,,
645,180,13,,,,,,,,,,,,,,,657.0,,,
646,180,13,,,,,,,,,,,,,,,657.0,,,
647,180,13,,,,,,,,,,,,,,,657.0,,,
648,182,13,,,,,,,,,,,,,,,661.0,,,
649,182,13,,,,,,,,,,,,,,,661.0,,,
650,182,13,,,,,,,,,,,,,,,661.0,,,
651,182,13,,,,,,,,,,,,,,,661.0,,,
652,182,10,,,,,,,,,,,,,,,667.0,,,
653,182,10,,,,,,,,,,,,,,,667.0,,,
654,182,10,,,,,,,,,,,,,,,667.0,,,
655,182,10,,,,,,,,,,,,,,,667.0,,,
656,183,10,,,,,,,,,,,,,,,668.0,,,
657,183,10,,,,,,,,,,,,,,,668.0,,,
658,183,10,,,,,,,,,,,,,,,668.0,,,
659,183,10,,,,,,,,,,,,,,,668.0,,,
660,184,10,,,,,,,,,,,,,,,672.0,,,
661,184,10,,,,,,,,,,,,,,,672.0,,,
662,185,10,,,,,,,,,,,,,,,672.0,,,
663,185,10,,,,,,,,,,,,,,,672.0,,,
664,185,10,,,,,,,,,,,,,,,673.0,,,
665,184,10,,,,,,,,,,,,,,,675.0,,,
666,184,10,,,,,,,,,,,,,,,675.0,,,
667,184,10,,,,,,,,,,,,,,,674.0,,,
668,185,10,,,,,,,,,,,,,,,674.0,,,
669,185,10,,,,,,,,,,,,,,,674.0,,,
670,185,10,,,,,,,,,,,,,,,674.0,,,
671,185,10,,,,,,,,,,,,,,,674.0,,,
672,185,10,,,,,,,,,,,,,,,677.0,,,
673,185,10,,,,,,,,,,,,,,,677.0,,,
674,185,10,,,,,,,,,,,,,,,677.0,,,
675,187,10,,,,,,,,,,,,,,,678.0,,,
676,187,10,,,,,,,,,,,,,,,679.0,,,
677,187,10,,,,,,,,,,,,,,,679.0,,,
678,187,10,,,,,,,,,,,,,,,681.0,,,
679,186,10,,,,,,,,,,,,,,,681.0,,,
680,187,10,,,,,,,,,,,,,,,682.0,,,
681,184,8,,,,,,,,,,,,,,,688.0,,,
682,186,8,,,,,,,,,,,,,,,688.0,,,
683,186,8,,,,,,,,,,,,,,,688.0,,,
684,187,8,,,,,,,,,,,,,,,690.0,,,
685,188,8,,,,,,,,,,,,,,,690.0,,,
686,191,8,,,,,,,,,,,,,,,690.0,,,
687,191,8,,,,,,,,,,,,,,,690.0,,,
688,192,8,,,,,,,,,,,,,,,691.0,,,
689,192,8,,,,,,,,,,,,,,,691.0,,,
690,193,8,,,,,,,,,,,,,,,691.0,,,
691,193,8,,,,,,,,,,,,,,,691.0,,,
692,193,8,,,,,,,,,,,,,,,694.0,,,
693,193,8,,,,,,,,,,,,,,,694.0,,,
694,193,8,,,,,,,,,,,,,,,694.0,,,
695,193,8,,,,,,,,,,,,,,,693.0,,,
696,192,8,,,,,,,,,,,,,,,696.0,,,
697,192,8,,,,,,,,,,,,,,,696.0,,,
698,192,8,,,,,,,,,,,,,,,696.0,,,
699,192,8,,,,,,,,,,,,,,,696.0,,,
700,192,8,,,,,,,,,,,,,,,698.0,,,
701,192,8,,,,,,,,,,,,,,,698.0,,,
702,193,8,,,,,,,,,,,,,,,698.0,,,
703,193,8,,,,,,,,,,,,,,,698.0,,,
704,192,8,,,,,,,,,,,,,,,702.0,,,
705,191,8,,,,,,,,,,,,,,,702.0,,,
706,191,8,,,,,,,,,,,,,,,702.0,,,
707,191,8,,,,,,,,,,,,,,,702.0,,,
708,194,8,,,,,,,,,,,,,,,702.0,,,
709,194,8,,,,,,,,,,,,,,,702.0,,,
710,193,8,,,,,,,,,,,,,,,708.0,,,
711,191,8,,,,,,,,,,,,,,,711.0,,,
712,193,8,,,,,,,,,,,,,,,711.0,,,
713,193,8,,,,,,,,,,,,,,,711.0,,,
714,193,8,,,,,,,,,,,,,,,713.0,,,
715,194,8,,,,,,,,,,,,,,,713.0,,,
716,195,8,,,,,,,,,,,,,,,714.0,,,
717,195,8,,,,,,,,,,,,,,,714.0,,,
718,196,8,,,,,,,,,,,,,,,714.0,,,
719,196,8,,,,,,,,,,,,,,,714.0,,,
720,192,6,,,,,,,,,,,,,,,725.0,,,
721,192,6,,,,,,,,,,,,,,,725.0,,,
722,192,6,,,,,,,,,,,,,,,725.0,,,
723,192,6,,,,,,,,,,,,,,,725.0,,,
724,192,6,,,,,,,,,,,,,,,725.0,,,
725,192,6,,,,,,,,,,,,,,,725.0,,,
726,192,6,,,,,,,,,,,,,,,726.0,,,
727,192,6,,,,,,,,,,,,,,,726.0,,,
728,192,6,,,,,,,,,,,,,,,726.0,,,
729,192,6,,,,,,,,,,,,,,,726.0,,,
730,192,6,,,,,,,,,,,,,,,729.0,,,
731,192,6,,,,,,,,,,,,,,,729.0,,,
732,193,6,,,,,,,,,,,,,,,730.0,,,
733,193,6,,,,,,,,,,,,,,,729.0,,,
734,193,6,,,,,,,,,,,,,,,729.0,,,
735,196,6,,,,,,,,,,,,,,,729.0,,,
736,196,6,,,,,,,,,,,,,,,729.0,,,
737,196,6,,,,,,,,,,,,,,,729.0,,,
738,195,8,,,,,,,,,,,,,,,729.0,,,
739,195,8,,,,,,,,,,,,,,,729.0,,,
740,195,8,,,,,,,,,,,,,,,730.0,,,
741,195,8,,,,,,,,,,,,,,,730.0,,,
742,195,8,,,,,,,,,,,,,,,730.0,,,
743,195,8,,,,,,,,,,,,,,,730.0,,,
744,195,8,,,,,,,,,,,,,,,730.0,,,
745,196,8,,,,,,,,,,,,,,,730.0,,,
746,196,8,,,,,,,,,,,,,,,730.0,,,
747,196,8,,,,,,,,,,,,,,,730.0,,,
748,196,8,,,,,,,,,,,,,,,730.0,,,
749,196,8,,,,,,,,,,,,,,,730.0,,,
750,197,9,,,,,,,,,,,,,,,732.0,,,
751,197,11,,,,,,,,,,,,,,,729.0,,,
752,197,11,,,,,,,,,,,,,,,729.0,,,
753,197,11,,,,,,,,,,,,,,,729.0,,,
754,197,11,,,,,,,,,,,,,,,729.0,,,
755,197,11,,,,,,,,,,,,,,,729.0,,,
756,197,11,,,,,,,,,,,,,,,730.0,,,
757,197,11,,,,,,,,,,,,,,,730.0,,,
758,197,11,,,,,,,,,,,,,,,730.0,,,
759,197,11,,,,,,,,,,,,,,,730.0,,,
760,195,9,,,,,,,,,,,,,,,735.0,,,
761,195,9,,,,,,,,,,,,,,,735.0,,,
762,190,9,,,,,,,,,,,,,,,740.0,,,
763,190,9,,,,,,,,,,,,,,,740.0,,,
764,190,9,,,,,,,,,,,,,,,740.0,,,
765,190,9,,,,,,,,,,,,,,,740.0,,,
766,190,9,,,,,,,,,,,,,,,740.0,,,
767,190,9,,,,,,,,,,,,,,,740.0,,,
768,191,9,,,,,,,,,,,,,,,741.0,,,
769,191,9,,,,,,,,,,,,,,,741.0,,,
770,191,9,,,,,,,,,,,,,,,742.0,,,
771,191,9,,,,,,,,,,,,,,,742.0,,,
772,192,9,,,,,,,,,,,,,,,742.0,,,
773,192,9,,,,,,,,,,,,,,,742.0,,,
774,192,9,,,,,,,,,,,,,,,742.0,,,
775,193,9,,,,,,,,,,,,,,,741.0,,,
776,192,9,,,,,,,,,,,,,,,747.0,,,
777,192,9,,,,,,,,,,,,,,,748.0,,,
778,192,9,,,,,,,,,,,,,,,748.0,,,
779,192,9,,,,,,,,,,,,,,,748.0,,,
780,195,9,,,,,,,,,,,,,,,749.0,,,
781,195,9,,,,,,,,,,,,,,,749.0,,,
782,195,9,,,,,,,,,,,,,,,749.0,,,
783,195,9,,,,,,,,,,,,,,,749.0,,,
784,196,9,,,,,,,,,,,,,,,749.0,,,
785,196,9,,,,,,,,,,,,,,,749.0,,,
786,196,9,,,,,,,,,,,,,,,749.0,,,
787,196,9,,,,,,,,,,,,,,,749.0,,,
788,195,9,,,,,,,,,,,,,,,751.0,,,
789,200,9,,,,,,,,,,,,,,,745.0,,,
790,200,9,,,,,,,,,,,,,,,745.0,,,
791,200,9,,,,,,,,,,,,,,,745.0,,,
792,202,9,,,,,,,,,,,,,,,745.0,,,
793,202,9,,,,,,,,,,,,,,,745.0,,,
794,202,9,,,,,,,,,,,,,,,745.0,,,
795,202,9,,,,,,,,,,,,,,,745.0,,,
796,202,9,,,,,,,,,,,,,,,745.0,,,
797,202,9,,,,,,,,,,,,,,,745.0,,,
798,204,9,,,,,,,,,,,,,,,745.0,,,
799,204,9,,,,,,,,,,,,,,,745.0,,,
800,204,9,,,,,,,,,,,,,,,745.0,,,
801,205,9,,,,,,,,,,,,,,,745.0,,,
802,205,9,,,,,,,,,,,,,,,744.0,,,
803,205,9,,,,,,,,,,,,,,,744.0,,,
804,200,9,,,,,,,,,,,,,,,750.0,,,
805,200,9,,,,,,,,,,,,,,,750.0,,,
806,200,9,,,,,,,,,,,,,,,750.0,,,
807,200,9,,,,,,,,,,,,,,,750.0,,,
808,200,9,,,,,,,,,,,,,,,750.0,,,
809,200,9,,,,,,,,,,,,,,,750.0,,,
810,197,9,,,,,,,,,,,,,,,758.0,,,
811,197,9,,,,,,,,,,,,,,,758.0,,,
812,197,9,,,,,,,,,,,,,,,761.0,,,
813,198,9,,,,,,,,,,,,,,,762.0,,,
814,198,9,,,,,,,,,,,,,,,762.0,,,
815,198,9,,,,,,,,,,,,,,,763.0,,,
816,199,9,,,,,,,,,,,,,,,765.0,,,
817,199,9,,,,,,,,,,,,,,,765.0,,,
818,199,9,,,,,,,,,,,,,,,765.0,,,
819,199,9,,,,,,,,,,,,,,,764.0,,,
820,202,9,,,,,,,,,,,,,,,764.0,,,
821,202,9,,,,,,,,,,,,,,,764.0,,,
822,202,9,,,,,,,,,,,,,,,764.0,,,
823,202,9,,,,,,,,,,,,,,,764.0,,,
824,202,9,,,,,,,,,,,,,,,766.0,,,
825,202,9,,,,,,,,,,,,,,,766.0,,,
826,202,9,,,,,,,,,,,,,,,767.0,,,
827,202,9,,,,,,,,,,,,,,,767.0,,,
828,202,9,,,,,,,,,,,,,,,772.0,,,
829,202,9,,,,,,,,,,,,,,,772.0,,,
830,202,9,,,,,,,,,,,,,,,771.0,,,
831,202,9,,,,,,,,,,,,,,,771.0,,,
832,202,9,,,,,,,,,,,,,,,771.0,,,
833,202,9,,,,,,,,,,,,,,,771.0,,,
834,202,9,,,,,,,,,,,,,,,771.0,,,
835,202,9,,,,,,,,,,,,,,,771.0,,,
836,202,9,,,,,,,,,,,,,,,771.0,,,
837,205,9,,,,,,,,,,,,,,,772.0,,,
838,205,9,,,,,,,,,,,,,,,772.0,,,
839,205,9,,,,,,,,,,,,,,,772.0,,,
840,204,9,,,,,,,,,,,,,,,776.0,,,
841,204,9,,,,,,,,,,,,,,,776.0,,,
842,204,9,,,,,,,,,,,,,,,776.0,,,
843,204,8,,,,,,,,,,,,,,,776.0,,,
844,204,8,,,,,,,,,,,,,,,776.0,,,
845,204,8,,,,,,,,,,,,,,,776.0,,,
846,204,8,,,,,,,,,,,,,,,778.0,,,
847,204,8,,,,,,,,,,,,,,,778.0,,,
848,205,8,,,,,,,,,,,,,,,778.0,,,
849,205,8,,,,,,,,,,,,,,,778.0,,,
850,205,8,,,,,,,,,,,,,,,779.0,,,
851,205,8,,,,,,,,,,,,,,,779.0,,,
852,204,8,,,,,,,,,,,,,,,785.0,,,
853,204,8,,,,,,,,,,,,,,,785.0,,,
854,205,8,,,,,,,,,,,,,,,785.0,,,
855,203,8,,,,,,,,,,,,,,,788.0,,,
856,204,8,,,,,,,,,,,,,,,790.0,,,
857,204,8,,,,,,,,,,,,,,,790.0,,,
858,204,8,,,,,,,,,,,,,,,790.0,,,
859,204,8,,,,,,,,,,,,,,,790.0,,,
860,204,8,,,,,,,,,,,,,,,790.0,,,
861,204,8,,,,,,,,,,,,,,,790.0,,,
862,204,8,,,,,,,,,,,,,,,790.0,,,
863,204,8,,,,,,,,,,,,,,,790.0,,,
864,205,8,,,,,,,,,,,,,,,791.0,,,
865,205,8,,,,,,,,,,,,,,,791.0,,,
866,205,8,,,,,,,,,,,,,,,791.0,,,
867,206,8,,,,,,,,,,,,,,790.0,,,,
868,204,8,,,,,,,,,,,,,,798.0,,,,
869,204,8,,,,,,,,,,,,,,798.0,,,,
870,205,8,,,,,,,,,,,,,,798.0,,,,
871,205,8,,,,,,,,,,,,,,798.0,,,,
872,205,8,,,,,,,,,,,,,,800.0,,,,
873,205,8,,,,,,,,,,,,,,802.0,,,,
874,205,8,,,,,,,,,,,,,,802.0,,,,
875,205,8,,,,,,,,,,,,,,804.0,,,,
876,204,8,,,,,,,,,,,,,,812.0,,,,
877,204,8,,,,,,,,,,,,,,812.0,,,,
878,204,8,,,,,,,,,,,,,,812.0,,,,
879,203,8,,,,,,,,,,,,,,815.0,,,,
880,205,8,,,,,,,,,,,,,,817.0,,,,
881,205,8,,,,,,,,,,,,,,817.0,,,,
882,206,8,,,,,,,,,,,,,,815.0,,,,
883,206,8,,,,,,,,,,,,,,815.0,,,,
884,207,8,,,,,,,,,,,,,,817.0,,,,
885,208,8,,,,,,,,,,,,,,817.0,,,,
886,208,8,,,,,,,,,,,,,,817.0,,,,
887,208,8,,,,,,,,,,,,,,816.0,,,,
888,209,8,,,,,,,,,,,,,,816.0,,,,
889,209,8,,,,,,,,,,,,,,816.0,,,,
890,210,8,,,,,,,,,,,,,,816.0,,,,
891,210,8,,,,,,,,,,,,,,816.0,,,,
892,210,8,,,,,,,,,,,,,,817.0,,,,
893,210,8,,,,,,,,,,,,,,817.0,,,,
894,210,8,,,,,,,,,,,,,,,820.0,,,
895,210,8,,,,,,,,,,,,,,,820.0,,,
896,212,8,,,,,,,,,,,,,,,821.0,,,
897,212,8,,,,,,,,,,,,,,,821.0,,,
898,212,8,,,,,,,,,,,,,,,821.0,,,
899,212,8,,,,,,,,,,,,,,,821.0,,,
900,214,8,,,,,,,,,,,,,,,822.0,,,
901,214,8,,,,,,,,,,,,,,,822.0,,,
902,214,8,,,,,,,,,,,,,,,822.0,,,
903,214,8,,,,,,,,,,,,,,,821.0,,,
904,215,8,,,,,,,,,,,,,,,822.0,,,
905,215,8,,,,,,,,,,,,,,,822.0,,,
906,216,8,,,,,,,,,,,,,,,822.0,,,
907,216,8,,,,,,,,,,,,,,,822.0,,,
908,216,8,,,,,,,,,,,,,,,822.0,,,
909,216,8,,,,,,,,,,,,,,,822.0,,,
910,216,8,,,,,,,,,,,,,,,824.0,,,
911,216,8,,,,,,,,,,,,,,,824.0,,,
912,216,8,,,,,,,,,,,,,,,829.0,,,
913,216,8,,,,,,,,,,,,,,,829.0,,,
914,216,8,,,,,,,,,,,,,,,829.0,,,
915,216,8,,,,,,,,,,,,,,,828.0,,,
916,216,8,,,,,,,,,,,,,,,829.0,,,
917,214,6,,,,,,,,,,,,,,,834.0,,,
918,214,6,,,,,,,,,,,,,,,835.0,,,
919,214,6,,,,,,,,,,,,,,,835.0,,,
920,215,6,,,,,,,,,,,,,,,837.0,,,
921,216,6,,,,,,,,,,,,,,,837.0,,,
922,216,6,,,,,,,,,,,,,,,837.0,,,
923,216,6,,,,,,,,,,,,,,,836.0,,,
924,216,6,,,,,,,,,,,,,,,839.0,,,
925,216,6,,,,,,,,,,,,,,,840.0,,,
926,216,6,,,,,,,,,,,,,,,840.0,,,
927,216,6,,,,,,,,,,,,,,,840.0,,,
928,216,6,,,,,,,,,,,,,,,840.0,,,
929,216,6,,,,,,,,,,,,,,,840.0,,,
930,216,6,,,,,,,,,,,,,,,841.0,,,
931,213,6,,,,,,,,,,,,,,,845.0,,,
932,214,6,,,,,,,,,,,,,,,846.0,,,
933,214,6,,,,,,,,,,,,,,,846.0,,,
934,214,6,,,,,,,,,,,,,,,846.0,,,
935,214,6,,,,,,,,,,,,,,,846.0,,,
936,216,6,,,,,,,,,,,,,,,852.0,,,
937,216,6,,,,,,,,,,,,,,,852.0,,,
938,216,6,,,,,,,,,,,,,,,852.0,,,
939,216,6,,,,,,,,,,,,,,,854.0,,,
940,214,6,,,,,,,,,,,,,,,857.0,,,
941,214,6,,,,,,,,,,,,,,,857.0,,,
942,214,6,,,,,,,,,,,,,,,857.0,,,
943,214,6,,,,,,,,,,,,,,,856.0,,,
944,215,6,,,,,,,,,,,,,,,856.0,,,
945,217,6,,,,,,,,,,,,,,,856.0,,,
946,217,6,,,,,,,,,,,,,,,856.0,,,
947,217,6,,,,,,,,,,,,,,,856.0,,,
948,217,6,,,,,,,,,,,,,,,857.0,,,
949,217,6,,,,,,,,,,,,,,,857.0,,,
950,217,6,,,,,,,,,,,,,,,858.0,,,
951,217,6,,,,,,,,,,,,,,,858.0,,,
952,216,6,,,,,,,,,,,,,,,861.0,,,
953,216,6,,,,,,,,,,,,,,,861.0,,,
954,216,6,,,,,,,,,,,,,,,864.0,,,
955,216,6,,,,,,,,,,,,,,,865.0,,,
956,217,6,,,,,,,,,,,,,,,865.0,,,
957,217,6,,,,,,,,,,,,,,,865.0,,,
958,217,6,,,,,,,,,,,,,,,865.0,,,
959,217,6,,,,,,,,,,,,,,,865.0,,,
960,218,6,,,,,,,,,,,,,,,869.0,,,
961,218,6,,,,,,,,,,,,,,,869.0,,,
962,218,6,,,,,,,,,,,,,,,869.0,,,
963,218,6,,,,,,,,,,,,,,,869.0,,,
964,218,6,,,,,,,,,,,,,,,869.0,,,
965,218,6,,,,,,,,,,,,,,,869.0,,,
966,216,6,,,,,,,,,,,,,,,874.0,,,
967,216,6,,,,,,,,,,,,,,,874.0,,,
968,217,6,,,,,,,,,,,,,,,875.0,,,
969,217,6,,,,,,,,,,,,,,,875.0,,,
970,217,6,,,,,,,,,,,,,,,875.0,,,
971,217,6,,,,,,,,,,,,,,,875.0,,,
972,218,6,,,,,,,,,,,,,,,875.0,,,
973,219,6,,,,,,,,,,,,,,,874.0,,,
974,219,6,,,,,,,,,,,,,,,874.0,,,
975,219,6,,,,,,,,,,,,,,,874.0,,,
976,218,6,,,,,,,,,,,,,,,876.0,,,
977,218,6,,,,,,,,,,,,,,,876.0,,,
978,219,6,,,,,,,,,,,,,,,877.0,,,
979,219,6,,,,,,,,,,,,,,,877.0,,,
980,220,6,,,,,,,,,,,,,,,877.0,,,
981,220,6,,,,,,,,,,,,,,,877.0,,,
982,220,6,,,,,,,,,,,,,,,877.0,,,
983,220,6,,,,,,,,,,,,,,,877.0,,,
984,220,6,,,,,,,,,,,,,,,879.0,,,
985,220,6,,,,,,,,,,,,,,,879.0,,,
986,220,6,,,,,,,,,,,,,,,879.0,,,
987,220,6,,,,,,,,,,,,,,,881.0,,,
988,220,6,,,,,,,,,,,,,,,880.0,,,
989,220,6,,,,,,,,,,,,,,,880.0,,,
990,221,6,,,,,,,,,,,,,,,881.0,,,
991,221,6,,,,,,,,,,,,,,,881.0,,,
992,220,6,,,,,,,,,,,,,,,884.0,,,
993,216,6,,,,,,,,,,,,,,,891.0,,,
994,216,6,,,,,,,,,,,,,,,891.0,,,
995,216,6,,,,,,,,,,,,,,,891.0,,,
996,216,6,,,,,,,,,,,,,,,893.0,,,
997,216,6,,,,,,,,,,,,,,,893.0,,,
998,216,6,,,,,,,,,,,,,,,893.0,,,
999,216,6,,,,,,,,,,,,,,,894.0,,,
1000,219,6,,,,,,,,,,,,,,,893.0,,,
1001,219,6,,,,,,,,,,,,,,,893.0,,,
1002,218,6,,,,,,,,,,,,,,,895.0,,,
1003,218,6,,,,,,,,,,,,,,,895.0,,,
1004,218,6,,,,,,,,,,,,,,,895.0,,,
1005,219,6,,,,,,,,,,,,,,,895.0,,,
1006,219,6,,,,,,,,,,,,,,,895.0,,,
1007,219,6,,,,,,,,,,,,,,,895.0,,,
1008,212,6,,,,,,,,,,,,,,,904.0,,,
1009,212,6,,,,,,,,,,,,,,,904.0,,,
1010,212,6,,,,,,,,,,,,,,,904.0,,,
1011,212,6,,,,,,,,,,,,,,,904.0,,,
1012,212,6,,,,,,,,,,,,,,,904.0,,,
1013,212,6,,,,,,,,,,,,,,,903.0,,,
1014,212,6,,,,,,,,,,,,,,,903.0,,,
1015,212,6,,,,,,,,,,,,,,,903.0,,,
1016,212,6,,,,,,,,,,,,,,,903.0,,,
1017,212,6,,,,,,,,,,,,,,,903.0,,,
1018,212,6,,,,,,,,,,,,,,,903.0,,,
1019,212,6,,,,,,,,,,,,,,,903.0,,,
1020,212,6,,,,,,,,,,,,,,,907.0,,,
1021,212,6,,,,,,,,,,,,,,,907.0,,,
1022,212,6,,,,,,,,,,,,,,,907.0,,,
1023,212,6,,,,,,,,,,,,,,,907.0,,,
1024,213,6,,,,,,,,,,,,,,,908.0,,,
1025,213,6,,,,,,,,,,,,,,,908.0,,,
1026,213,6,,,,,,,,,,,,,,,907.0,,,
1027,213,6,,,,,,,,,,,,,,,907.0,,,
1028,213,6,,,,,,,,,,,,,,,907.0,,,
1029,213,6,,,,,,,,,,,,,,,908.0,,,
1030,213,6,,,,,,,,,,,,,,,909.0,,,
1031,213,6,,,,,,,,,,,,,,,909.0,,,
